url_id,url_length,subdomain_count,shannon_entropy,has_ip_in_host,has_https,suspicious_keyword_count,is_phishing
URL-11897,38,0,3.774,0,1,0,0
URL-11898,14,2,3.403,0,1,0,0
URL-11899,76,3,4.275,0,0,1,1
URL-11900,42,1,3.466,0,1,0,0
URL-11901,29,1,3.911,0,1,0,0
URL-11902,83,7,3.879,0,0,2,1
URL-11903,49,1,3.19,0,1,0,0
URL-11904,46,2,3.224,0,1,0,0
URL-11905,59,0,3.544,0,1,0,0
URL-11906,57,2,4.704,0,0,5,1
URL-11907,45,1,3.6,0,1,0,0
URL-11908,30,0,3.093,0,1,0,0
URL-11909,67,1,3.249,0,1,0,0
URL-11910,61,1,3.945,0,1,0,0
URL-11911,70,5,4.96,0,0,2,1
URL-11912,96,4,3.865,1,0,1,1
URL-11913,54,1,3.411,0,1,0,0
URL-11914,36,1,3.603,0,1,0,0
URL-11915,30,0,3.334,0,1,0,0
URL-11916,85,1,4.506,1,1,0,1
URL-11917,38,0,3.862,0,1,0,0
URL-11918,40,0,3.564,0,1,1,0
URL-11919,27,1,3.244,0,1,0,0
URL-11920,17,1,3.5,0,1,0,0
URL-11921,40,1,3.337,0,1,1,0
URL-11922,48,3,4.024,0,1,0,0
URL-11923,35,3,3.735,0,1,0,0
URL-11924,27,3,4.153,0,0,3,1
URL-11925,29,0,3.051,0,1,0,0
URL-11926,25,0,3.588,0,1,0,0
URL-11927,37,0,3.547,0,1,0,0
URL-11928,37,0,3.681,0,1,0,0
URL-11929,47,2,3.45,0,1,1,0
URL-11930,28,2,3.273,0,1,0,0
URL-11931,54,1,3.678,0,1,0,0
URL-11932,61,0,3.708,0,1,0,0
URL-11933,37,0,3.94,0,1,0,0
URL-11934,52,0,3.757,0,1,0,0
URL-11935,83,4,4.586,0,1,1,1
URL-11936,50,0,3.59,0,1,0,0
URL-11937,82,2,4.067,0,0,4,1
URL-11938,48,2,3.169,0,1,0,0
URL-11939,37,1,2.874,0,1,0,0
URL-11940,12,1,4.287,0,1,0,0
URL-11941,30,0,3.304,0,1,0,0
URL-11942,40,7,4.452,0,1,1,1
URL-11943,26,0,3.577,0,1,0,0
URL-11944,108,2,4.915,0,1,3,1
URL-11945,32,2,2.617,0,1,0,0
URL-11946,28,2,3.442,0,1,0,0
URL-11947,25,2,4.12,0,1,2,0
URL-11948,29,0,3.426,0,1,0,0
URL-11949,51,0,4.072,0,1,0,0
URL-11950,30,2,3.511,0,1,0,0
URL-11951,31,3,3.377,0,1,0,0
URL-11952,32,1,3.551,0,1,0,0
URL-11953,42,0,3.513,0,1,0,0
URL-11954,45,3,4.387,1,0,1,1
URL-11955,38,3,4.631,1,1,4,1
URL-11956,50,2,3.023,0,1,0,0
URL-11957,55,1,3.696,0,1,0,0
URL-11958,25,1,3.533,0,1,0,0
URL-11959,66,4,3.796,0,1,0,1
URL-11960,32,1,3.488,0,1,0,0
URL-11961,28,1,2.97,0,1,0,0
URL-11962,90,1,3.625,0,1,0,1
URL-11963,14,1,3.527,0,1,0,0
URL-11964,24,3,3.349,0,1,0,0
URL-11965,56,1,3.716,0,1,0,0
URL-11966,26,2,3.674,0,1,0,0
URL-11967,52,1,3.081,0,1,0,0
URL-11968,42,1,3.336,0,1,1,0
URL-11969,16,1,3.883,0,1,0,0
URL-11970,45,2,3.157,0,1,0,0
URL-11971,75,4,4.29,0,0,2,1
URL-11972,32,0,3.58,0,1,0,0
URL-11973,40,1,3.096,0,1,0,0
URL-11974,43,2,3.466,0,1,0,0
URL-11975,103,3,4.282,0,1,0,1
URL-11976,52,1,3.387,0,1,0,0
URL-11977,42,1,2.964,0,1,0,0
URL-11978,120,1,4.723,0,0,0,1
URL-11979,67,0,4.975,0,1,1,1
URL-11980,73,0,3.873,0,1,0,0
URL-11981,49,2,4.861,0,1,0,1
URL-11982,66,0,3.228,0,1,0,0
URL-11983,54,1,3.362,0,1,0,0
URL-11984,40,2,3.544,0,1,0,0
URL-11985,41,0,3.361,0,1,0,0
URL-11986,37,0,2.97,0,1,0,0
URL-11987,17,1,3.602,0,1,0,0
URL-11988,38,0,3.684,0,1,0,0
URL-11989,52,1,3.759,0,1,0,0
URL-11990,101,3,4.359,0,1,0,1
URL-11991,42,2,3.21,0,1,0,0
URL-11992,48,1,3.775,0,1,0,0
URL-11993,27,5,3.1,0,1,0,0
URL-11994,61,3,4.873,0,1,2,1
URL-11995,25,0,3.252,0,1,1,0
URL-11996,76,3,4.772,0,0,2,1
URL-11997,22,0,2.972,0,1,0,0
URL-11998,27,2,3.69,0,1,0,0
URL-11999,55,0,3.225,0,1,0,0
URL-12000,27,0,3.669,0,1,0,0
URL-12001,39,0,3.63,0,1,0,0
URL-12002,71,2,4.425,0,1,6,1
URL-12003,52,2,3.517,0,1,2,0
URL-12004,53,3,3.091,0,1,0,0
URL-12005,95,6,3.919,0,1,5,1
URL-12006,41,0,3.455,0,1,0,0
URL-12007,69,2,4.484,0,0,0,1
URL-12008,23,1,3.985,0,1,0,0
URL-12009,61,0,3.189,0,1,0,0
URL-12010,28,2,3.483,0,1,0,0
URL-12011,45,0,3.559,0,1,0,0
URL-12012,84,3,5.5,0,0,1,1
URL-12013,31,1,3.596,0,1,0,0
URL-12014,50,0,3.297,0,1,0,0
URL-12015,47,0,3.476,0,1,1,0
URL-12016,58,0,3.546,0,1,0,0
URL-12017,78,6,3.813,0,1,1,1
URL-12018,22,2,4.08,0,1,0,0
URL-12019,31,1,3.559,0,1,0,0
URL-12020,34,3,4.324,0,1,2,1
URL-12021,38,2,3.246,0,1,1,0
URL-12022,50,3,4.589,0,1,1,1
URL-12023,15,0,3.414,0,1,0,0
URL-12024,43,0,3.489,0,1,0,0
URL-12025,61,0,3.686,0,0,0,0
URL-12026,43,1,3.798,0,1,0,0
URL-12027,129,8,4.385,1,0,2,1
URL-12028,44,0,2.797,0,1,0,0
URL-12029,42,1,3.73,0,1,0,0
URL-12030,49,0,3.181,0,1,0,0
URL-12031,42,0,3.771,0,1,0,0
URL-12032,34,1,3.763,0,1,0,0
URL-12033,82,4,5.004,0,1,2,1
URL-12034,35,1,3.817,0,1,0,0
URL-12035,41,0,3.328,0,1,0,0
URL-12036,34,0,3.981,0,1,1,0
URL-12037,41,1,3.557,0,1,0,0
URL-12038,43,0,3.435,0,1,0,0
URL-12039,47,0,3.899,0,1,1,0
URL-12040,90,5,4.188,1,1,2,1
URL-12041,38,3,2.763,0,1,0,0
URL-12042,22,1,3.063,0,1,0,0
URL-12043,33,0,4.002,0,1,0,0
URL-12044,98,3,4.993,0,1,0,1
URL-12045,15,1,3.56,0,1,0,0
URL-12046,54,0,3.819,0,1,0,0
URL-12047,39,2,3.603,0,1,0,0
URL-12048,42,0,3.404,0,1,0,0
URL-12049,54,1,3.346,0,1,0,0
URL-12050,30,0,3.089,0,1,2,0
URL-12051,44,0,3.127,0,1,0,0
URL-12052,36,3,3.561,0,1,0,0
URL-12053,86,5,4.213,0,1,1,1
URL-12054,74,2,4.008,0,1,0,1
URL-12055,57,2,3.47,0,1,0,0
URL-12056,33,1,3.128,0,1,0,0
URL-12057,46,2,3.586,0,1,0,0
URL-12058,15,2,3.565,0,1,0,0
URL-12059,52,2,3.506,0,0,0,0
URL-12060,50,2,3.555,0,1,1,0
URL-12061,39,1,4.188,0,1,0,0
URL-12062,51,1,4.961,0,1,2,1
URL-12063,42,1,3.165,0,1,0,0
URL-12064,65,0,2.904,0,1,0,0
URL-12065,93,4,4.724,1,1,1,1
URL-12066,47,1,2.822,0,1,0,0
URL-12067,27,1,3.578,0,1,0,0
URL-12068,37,1,3.48,0,1,0,0
URL-12069,35,0,3.299,0,1,0,0
URL-12070,112,3,4.107,0,0,2,1
URL-12071,37,0,3.604,0,1,0,0
URL-12072,24,1,4.062,0,1,0,0
URL-12073,101,2,4.846,0,1,3,1
URL-12074,55,2,5.11,0,0,0,1
URL-12075,49,4,4.671,0,0,0,1
URL-12076,34,1,3.825,0,1,0,0
URL-12077,23,0,3.828,0,1,1,0
URL-12078,80,4,4.038,0,0,4,1
URL-12079,65,4,4.948,0,1,1,1
URL-12080,38,0,3.572,0,1,0,0
URL-12081,20,3,3.73,0,1,0,0
URL-12082,43,0,3.921,0,1,0,0
URL-12083,63,3,3.172,0,0,4,1
URL-12084,32,0,3.521,0,1,0,0
URL-12085,41,0,3.144,0,1,0,0
URL-12086,28,0,3.459,0,1,0,0
URL-12087,37,2,3.636,0,1,0,0
URL-12088,69,5,4.217,0,0,6,1
URL-12089,45,0,2.945,0,1,0,0
URL-12090,44,3,4.955,0,1,2,1
URL-12091,83,1,5.044,0,0,2,1
URL-12092,39,0,3.593,0,1,0,0
URL-12093,47,0,3.098,0,1,1,0
URL-12094,16,1,2.995,0,1,1,0
URL-12095,58,2,4.835,1,1,5,1
URL-12096,47,1,3.016,0,1,0,0
URL-12097,32,2,3.277,0,1,0,0
URL-12098,90,3,4.015,0,1,0,1
URL-12099,34,3,2.771,0,1,0,0
URL-12100,65,8,4.914,0,1,0,1
URL-12101,43,2,3.255,0,1,0,0
URL-12102,25,2,3.143,0,1,0,0
URL-12103,50,0,3.824,0,0,0,0
URL-12104,109,4,4.569,0,0,1,1
URL-12105,25,2,3.657,0,1,0,0
URL-12106,49,3,4.437,0,1,1,1
URL-12107,44,3,3.574,0,1,3,1
URL-12108,30,1,3.48,0,1,0,0
URL-12109,94,1,4.725,0,1,1,1
URL-12110,30,0,2.703,0,1,0,0
URL-12111,37,0,3.194,0,1,0,0
URL-12112,23,0,3.18,0,1,0,0
URL-12113,107,4,3.994,0,1,2,1
URL-12114,63,2,3.556,0,1,0,0
URL-12115,27,0,3.504,0,1,0,0
URL-12116,34,0,4.149,0,1,0,0
URL-12117,33,3,2.791,0,1,0,0
URL-12118,32,0,3.995,0,1,1,0
URL-12119,87,1,3.755,0,0,1,1
URL-12120,86,5,4.004,0,0,1,1
URL-12121,34,0,3.313,0,1,0,0
URL-12122,110,6,4.507,0,0,1,1
URL-12123,53,0,4.025,0,0,0,0
URL-12124,99,0,4.462,0,1,3,1
URL-12125,58,0,3.74,0,1,0,0
URL-12126,12,1,3.24,0,1,0,0
URL-12127,40,0,3.539,0,1,0,0
URL-12128,43,4,4.011,1,0,1,1
URL-12129,33,1,3.894,0,1,0,0
URL-12130,35,1,3.031,0,1,0,0
URL-12131,41,0,3.783,0,1,0,0
URL-12132,31,2,3.449,0,0,0,0
URL-12133,34,1,3.628,0,1,0,0
URL-12134,33,5,3.315,0,1,0,0
URL-12135,38,0,4.228,0,1,1,1
URL-12136,52,0,3.591,0,1,0,0
URL-12137,43,3,3.294,0,0,0,0
URL-12138,41,0,3.329,0,1,0,0
URL-12139,78,0,4.224,0,1,1,1
URL-12140,87,5,4.919,0,0,4,1
URL-12141,28,1,3.528,0,1,0,0
URL-12142,30,1,3.365,0,1,0,0
URL-12143,38,4,3.834,0,1,0,0
URL-12144,25,0,3.316,0,1,0,0
URL-12145,119,4,3.798,0,1,1,1
URL-12146,31,3,4.384,0,1,0,0
URL-12147,63,0,3.633,0,1,0,0
URL-12148,12,0,3.471,0,1,0,0
URL-12149,48,2,4.074,0,0,2,1
URL-12150,58,0,3.426,0,0,1,0
URL-12151,39,2,3.937,0,1,0,0
URL-12152,47,0,3.79,0,1,0,0
URL-12153,88,5,5.128,0,1,0,1
URL-12154,29,0,3.384,0,1,0,0
URL-12155,12,1,3.04,0,1,0,0
URL-12156,40,2,3.592,0,1,0,0
URL-12157,28,1,2.111,0,1,1,0
URL-12158,28,1,2.961,0,1,0,0
URL-12159,32,0,3.532,0,1,0,0
URL-12160,58,0,2.581,0,1,0,0
URL-12161,66,0,4.299,0,0,0,0
URL-12162,40,3,3.19,0,1,0,0
URL-12163,54,2,3.883,0,0,2,1
URL-12164,23,2,3.944,0,1,0,0
URL-12165,55,3,4.513,0,0,1,1
URL-12166,59,0,3.498,0,1,0,0
URL-12167,35,2,3.301,0,0,0,0
URL-12168,12,1,3.039,0,1,0,0
URL-12169,46,1,3.334,0,1,0,0
URL-12170,49,1,3.536,0,1,0,0
URL-12171,18,1,3.491,0,1,0,0
URL-12172,40,2,3.166,0,1,0,0
URL-12173,129,5,4.085,0,1,1,1
URL-12174,37,1,2.999,0,1,0,0
URL-12175,106,3,3.775,0,0,1,1
URL-12176,50,2,3.798,0,1,1,0
URL-12177,33,0,3.583,0,1,0,0
URL-12178,20,2,4.082,0,1,1,0
URL-12179,13,1,3.642,0,1,0,0
URL-12180,53,1,3.983,0,1,0,0
URL-12181,45,1,2.567,0,1,0,0
URL-12182,39,1,3.828,0,1,0,0
URL-12183,32,1,3.705,0,1,0,0
URL-12184,31,1,3.687,0,1,0,0
URL-12185,62,2,4.85,0,0,1,1
URL-12186,83,1,4.561,0,0,3,1
URL-12187,70,2,4.953,0,1,1,1
URL-12188,72,5,4.064,0,1,3,1
URL-12189,34,1,2.843,0,1,0,0
URL-12190,45,2,3.916,0,1,1,0
URL-12191,126,4,4.629,0,1,1,1
URL-12192,47,2,3.269,0,1,0,0
URL-12193,54,0,3.076,0,1,0,0
URL-12194,50,2,3.633,0,1,0,0
URL-12195,43,1,4.054,0,1,0,0
URL-12196,38,0,3.364,0,1,0,0
URL-12197,76,5,4.793,0,1,0,1
URL-12198,46,2,3.496,0,1,0,0
URL-12199,58,0,2.925,0,1,0,0
URL-12200,112,4,4.136,0,0,2,1
URL-12201,61,1,3.267,0,1,0,0
URL-12202,19,0,3.145,0,1,0,0
URL-12203,24,1,3.349,0,1,0,0
URL-12204,48,0,3.389,0,1,0,0
URL-12205,70,4,4.201,0,0,3,1
URL-12206,53,1,3.508,0,1,0,0
URL-12207,87,2,4.263,0,0,2,1
URL-12208,27,1,3.922,0,1,0,0
URL-12209,94,5,4.126,0,0,4,1
URL-12210,51,1,4.305,0,1,1,1
URL-12211,120,5,4.403,0,0,2,1
URL-12212,49,3,3.492,0,1,0,0
URL-12213,83,2,5.017,1,0,2,1
URL-12214,42,1,3.621,0,1,1,0
URL-12215,17,1,3.718,0,1,0,0
URL-12216,99,3,4.703,0,1,1,1
URL-12217,23,0,3.784,0,0,0,0
URL-12218,114,3,4.429,1,1,0,1
URL-12219,30,3,3.152,0,1,0,0
URL-12220,24,1,3.28,0,1,0,0
URL-12221,38,2,3.98,0,1,0,0
URL-12222,30,1,3.511,0,1,0,0
URL-12223,55,1,3.105,0,1,0,0
URL-12224,29,2,3.072,0,1,0,0
URL-12225,21,0,3.031,0,1,0,0
URL-12226,12,0,3.788,0,1,0,0
URL-12227,37,0,3.608,0,1,0,0
URL-12228,31,1,4.146,0,1,0,0
URL-12229,20,1,3.702,0,1,0,0
URL-12230,52,2,3.723,0,1,0,0
URL-12231,46,2,4.196,0,1,0,0
URL-12232,77,5,4.46,1,1,1,1
URL-12233,97,4,5.042,0,1,3,1
URL-12234,45,1,3.694,0,1,0,0
URL-12235,28,1,3.415,0,1,0,0
URL-12236,103,2,4.96,0,0,0,1
URL-12237,47,1,3.929,0,1,0,0
URL-12238,42,1,3.767,0,1,0,0
URL-12239,40,3,4.031,0,1,0,0
URL-12240,62,2,4.618,0,0,2,1
URL-12241,45,0,3.814,0,1,0,0
URL-12242,28,0,3.23,0,1,0,0
URL-12243,23,3,3.859,0,0,1,1
URL-12244,77,6,4.514,0,0,1,1
URL-12245,30,1,3.677,0,1,0,0
URL-12246,19,1,3.296,0,1,0,0
URL-12247,110,2,4.723,0,1,4,1
URL-12248,49,0,3.642,0,1,0,0
URL-12249,41,1,4.112,0,1,0,0
URL-12250,36,0,4.054,0,1,1,0
URL-12251,101,5,4.393,0,1,2,1
URL-12252,43,0,3.353,0,1,0,0
URL-12253,110,2,3.887,0,1,4,1
URL-12254,50,3,4.366,0,0,0,1
URL-12255,29,1,3.574,0,1,0,0
URL-12256,27,1,3.364,0,1,0,0
URL-12257,30,1,3.738,0,1,0,0
URL-12258,33,1,3.416,0,1,0,0
URL-12259,37,0,3.376,0,1,0,0
URL-12260,79,4,4.359,1,1,3,1
URL-12261,12,3,3.733,0,1,0,0
URL-12262,114,1,4.433,0,1,1,1
URL-12263,33,3,3.487,0,1,0,0
URL-12264,56,2,3.55,0,0,0,0
URL-12265,25,1,3.366,0,1,0,0
URL-12266,39,0,4.042,0,1,0,0
URL-12267,55,1,4.145,0,1,0,0
URL-12268,22,1,3.394,0,1,0,0
URL-12269,42,1,3.221,0,1,0,0
URL-12270,28,2,3.338,0,1,2,0
URL-12271,31,1,3.656,0,1,0,0
URL-12272,28,0,3.47,0,1,0,0
URL-12273,29,0,3.052,0,1,0,0
URL-12274,86,5,3.971,0,1,2,1
URL-12275,48,1,3.642,0,1,0,0
URL-12276,51,0,3.845,0,1,0,0
URL-12277,43,1,4.115,0,1,0,0
URL-12278,18,2,3.343,0,1,1,0
URL-12279,42,1,3.282,0,1,0,0
URL-12280,50,1,3.412,0,1,1,0
URL-12281,27,2,3.169,0,1,0,0
URL-12282,49,0,3.255,0,1,0,0
URL-12283,46,1,3.257,0,1,0,0
URL-12284,60,0,3.614,0,1,0,0
URL-12285,32,2,3.209,0,0,0,0
URL-12286,91,3,4.972,1,0,6,1
URL-12287,33,1,3.902,0,1,0,0
URL-12288,55,3,3.106,0,1,1,0
URL-12289,16,0,3.043,0,1,0,0
URL-12290,13,0,3.312,0,1,0,0
URL-12291,39,2,3.36,0,0,0,0
URL-12292,32,2,3.943,0,1,0,0
URL-12293,38,0,3.482,0,0,0,0
URL-12294,49,0,3.647,0,1,0,0
URL-12295,31,3,3.646,0,1,0,0
URL-12296,15,0,3.192,0,1,0,0
URL-12297,62,1,3.412,0,1,0,0
URL-12298,26,1,3.496,0,1,0,0
URL-12299,25,1,3.632,0,0,0,0
URL-12300,71,4,4.94,0,1,5,1
URL-12301,33,1,3.292,0,1,1,0
URL-12302,37,1,3.504,0,1,0,0
URL-12303,43,2,3.346,0,1,0,0
URL-12304,95,4,4.484,0,1,1,1
URL-12305,33,1,3.247,0,1,0,0
URL-12306,56,1,3.013,0,1,0,0
URL-12307,12,0,3.983,0,1,0,0
URL-12308,47,0,3.388,0,1,0,0
URL-12309,27,1,3.477,0,1,0,0
URL-12310,54,0,3.157,0,1,0,0
URL-12311,70,4,4.606,0,1,0,1
URL-12312,29,0,3.743,0,1,0,0
URL-12313,45,0,3.179,0,1,0,0
URL-12314,95,1,4.581,0,1,2,1
URL-12315,45,1,3.327,0,1,0,0
URL-12316,25,1,3.01,0,1,0,0
URL-12317,32,0,3.633,0,1,0,0
URL-12318,37,1,3.766,0,1,0,0
URL-12319,37,0,2.999,0,0,0,0
URL-12320,94,3,4.171,0,0,3,1
URL-12321,13,0,3.809,0,1,0,0
URL-12322,42,0,2.506,0,1,0,0
URL-12323,34,0,3.114,0,1,0,0
URL-12324,98,3,5.339,0,1,3,1
URL-12325,53,1,3.906,1,1,2,1
URL-12326,95,1,4.713,0,1,3,1
URL-12327,12,1,3.176,0,1,0,0
URL-12328,29,1,4.069,0,1,0,0
URL-12329,27,1,3.255,0,1,0,0
URL-12330,44,1,3.208,0,1,0,0
URL-12331,28,2,3.094,0,1,0,0
URL-12332,35,2,3.437,0,1,0,0
URL-12333,56,0,3.816,0,1,0,0
URL-12334,49,2,3.185,0,1,0,0
URL-12335,48,0,3.573,0,1,0,0
URL-12336,32,0,3.571,0,0,0,0
URL-12337,44,1,3.489,0,1,0,0
URL-12338,35,1,3.613,0,1,0,0
URL-12339,35,0,3.817,0,1,0,0
URL-12340,75,2,4.29,0,1,0,1
URL-12341,30,1,3.866,0,1,0,0
URL-12342,55,1,3.115,0,1,0,0
URL-12343,36,1,3.345,0,1,1,0
URL-12344,73,3,4.245,1,1,3,1
URL-12345,55,0,3.692,0,1,0,0
URL-12346,50,1,3.928,0,1,0,0
URL-12347,21,1,3.392,0,1,0,0
URL-12348,43,1,3.599,0,1,0,0
URL-12349,48,0,2.977,0,1,0,0
URL-12350,48,1,3.508,0,1,0,0
URL-12351,41,0,4.107,1,1,4,1
URL-12352,30,1,3.521,0,1,0,0
URL-12353,92,2,3.709,0,1,3,1
URL-12354,28,2,4.093,0,1,0,0
URL-12355,34,1,3.482,0,1,0,0
URL-12356,113,2,4.258,0,0,2,1
URL-12357,37,2,4.168,0,1,0,0
URL-12358,29,0,3.523,0,1,0,0
URL-12359,27,0,2.937,0,1,0,0
URL-12360,41,1,3.349,0,1,0,0
URL-12361,22,1,4.181,0,1,0,0
URL-12362,35,1,3.187,0,1,0,0
URL-12363,41,0,3.346,0,1,0,0
URL-12364,53,2,4.041,0,1,0,0
URL-12365,46,0,3.23,0,1,0,0
URL-12366,29,2,3.467,0,1,0,0
URL-12367,52,2,3.973,0,1,2,0
URL-12368,34,1,3.299,0,1,0,0
URL-12369,23,2,3.221,0,1,0,0
URL-12370,35,3,2.855,0,1,0,0
URL-12371,90,2,4.61,0,0,1,1
URL-12372,39,3,3.191,0,1,0,0
URL-12373,38,1,3.373,0,1,0,0
URL-12374,57,3,3.625,0,1,0,0
URL-12375,20,0,3.484,0,1,0,0
URL-12376,22,1,3.069,0,1,0,0
URL-12377,65,3,4.887,0,1,2,1
URL-12378,42,1,3.114,0,1,0,0
URL-12379,78,5,4.85,0,1,5,1
URL-12380,48,8,4.138,0,1,0,1
URL-12381,76,3,4.335,0,1,3,1
URL-12382,51,2,3.638,0,1,1,1
URL-12383,38,0,4.027,0,1,0,0
URL-12384,39,2,3.485,0,1,0,0
URL-12385,17,0,3.407,0,1,0,0
URL-12386,70,1,3.607,0,1,0,0
URL-12387,44,0,3.404,0,1,0,0
URL-12388,40,0,3.659,0,1,0,0
URL-12389,45,0,4.042,0,1,0,0
URL-12390,46,4,2.908,0,1,0,0
URL-12391,36,0,3.473,0,1,1,0
URL-12392,30,1,4.27,0,1,0,0
URL-12393,45,1,3.363,0,1,0,0
URL-12394,118,4,4.674,0,1,0,1
URL-12395,28,0,3.805,0,1,0,0
URL-12396,55,0,2.997,0,1,0,0
URL-12397,41,0,3.604,0,1,0,0
URL-12398,46,1,3.577,0,1,0,0
URL-12399,54,5,4.614,0,1,0,0
URL-12400,38,2,2.581,0,1,0,0
URL-12401,41,0,2.933,0,1,0,0
URL-12402,47,1,3.42,0,1,0,0
URL-12403,29,1,3.375,0,1,0,0
URL-12404,38,0,3.191,0,1,1,0
URL-12405,39,0,3.213,0,1,0,0
URL-12406,26,1,3.739,0,1,0,0
URL-12407,65,0,3.206,0,1,0,0
URL-12408,61,4,4.017,0,1,4,1
URL-12409,22,2,3.849,0,1,0,0
URL-12410,53,0,3.795,0,1,0,0
URL-12411,46,1,3.333,0,1,0,0
URL-12412,25,0,2.987,0,1,1,0
URL-12413,45,0,3.808,0,1,0,0
URL-12414,55,1,3.171,0,0,0,0
URL-12415,84,2,4.206,0,1,1,1
URL-12416,69,0,3.647,0,1,0,0
URL-12417,17,2,3.432,0,1,0,0
URL-12418,46,2,3.653,0,1,0,0
URL-12419,51,1,2.817,0,1,0,0
URL-12420,48,0,4.018,0,1,0,0
URL-12421,35,0,3.427,0,1,0,0
URL-12422,94,3,4.806,0,1,0,1
URL-12423,43,1,3.298,0,1,0,0
URL-12424,47,2,3.44,0,1,0,0
URL-12425,97,5,3.77,0,0,0,1
URL-12426,50,1,3.405,0,1,0,0
URL-12427,108,0,4.227,1,0,2,1
URL-12428,35,2,3.739,0,1,0,0
URL-12429,12,4,4.722,0,1,0,1
URL-12430,33,1,4.044,0,1,0,0
URL-12431,85,1,4.613,0,0,3,1
URL-12432,35,8,3.912,1,1,2,1
URL-12433,69,3,3.001,0,1,0,0
URL-12434,146,5,4.596,1,1,2,1
URL-12435,38,1,3.048,0,1,0,0
URL-12436,39,2,3.615,0,1,0,0
URL-12437,30,0,3.043,0,1,0,0
URL-12438,37,1,3.325,0,1,0,0
URL-12439,51,1,3.152,0,1,0,0
URL-12440,39,0,3.498,0,1,0,0
URL-12441,28,0,4.21,0,1,0,0
URL-12442,75,3,4.091,0,1,3,1
URL-12443,84,5,5.065,0,0,2,1
URL-12444,38,2,3.709,0,1,0,0
URL-12445,52,2,3.447,0,1,0,0
URL-12446,21,1,3.055,0,1,0,0
URL-12447,34,1,3.335,0,1,0,0
URL-12448,39,0,2.97,0,1,0,0
URL-12449,15,1,3.328,0,1,0,0
URL-12450,27,0,3.16,0,1,0,0
URL-12451,76,2,5.186,0,1,1,1
URL-12452,28,0,3.725,0,1,0,0
URL-12453,40,1,2.571,0,1,0,0
URL-12454,36,2,3.537,0,1,0,0
URL-12455,31,1,2.694,0,1,0,0
URL-12456,43,1,3.502,0,1,0,0
URL-12457,58,0,4.057,0,1,1,0
URL-12458,57,1,3.378,0,1,0,0
URL-12459,14,0,3.59,0,1,0,0
URL-12460,96,1,4.793,0,0,1,1
URL-12461,30,1,3.854,0,0,1,1
URL-12462,39,0,3.792,0,1,0,0
URL-12463,33,0,3.652,0,1,0,0
URL-12464,39,0,3.236,0,1,0,0
URL-12465,39,0,3.726,0,1,0,0
URL-12466,31,2,4.021,0,1,0,0
URL-12467,27,2,3.67,0,1,0,0
URL-12468,32,0,3.567,0,1,0,0
URL-12469,40,0,2.914,0,1,0,0
URL-12470,45,1,3.128,0,0,0,0
URL-12471,73,2,4.275,1,1,3,1
URL-12472,56,2,4.129,0,1,1,1
URL-12473,41,0,3.442,0,1,0,0
URL-12474,49,1,3.175,0,1,0,0
URL-12475,84,5,3.97,0,0,3,1
URL-12476,37,1,3.36,0,1,0,0
URL-12477,97,3,4.605,1,1,0,1
URL-12478,40,2,3.177,0,1,0,0
URL-12479,51,2,4.325,0,1,2,1
URL-12480,35,2,3.401,0,1,0,0
URL-12481,48,5,4.83,0,0,4,1
URL-12482,92,3,4.491,0,1,0,1
URL-12483,34,0,4.101,0,1,0,0
URL-12484,40,0,3.8,0,1,0,0
URL-12485,80,5,4.232,0,1,2,1
URL-12486,46,2,2.819,0,1,0,0
URL-12487,59,2,4.442,0,1,0,1
URL-12488,34,1,3.102,0,1,0,0
URL-12489,33,1,2.895,0,1,0,0
URL-12490,37,1,3.723,0,1,0,0
URL-12491,32,0,3.496,0,1,0,0
URL-12492,95,3,5.169,1,0,3,1
URL-12493,33,3,3.474,0,1,0,0
URL-12494,57,1,3.424,0,1,0,0
URL-12495,55,0,3.054,0,1,0,0
URL-12496,27,1,3.281,0,1,0,0
URL-12497,64,5,4.665,0,0,0,1
URL-12498,63,8,4.436,1,1,2,1
URL-12499,34,1,3.039,0,1,0,0
URL-12500,12,2,4.313,0,0,2,1
URL-12501,141,5,4.484,0,1,3,1
URL-12502,42,0,3.636,0,0,0,0
URL-12503,81,0,4.645,0,1,1,1
URL-12504,25,1,3.037,0,1,0,0
URL-12505,27,1,3.384,0,1,0,0
URL-12506,99,1,4.453,0,0,1,1
URL-12507,27,2,3.212,0,1,0,0
URL-12508,81,1,4.717,0,0,3,1
URL-12509,74,3,4.513,0,0,4,1
URL-12510,62,0,3.549,0,1,0,0
URL-12511,57,4,5.111,0,0,2,1
URL-12512,21,1,3.595,0,1,0,0
URL-12513,30,1,3.321,0,1,0,0
URL-12514,32,2,3.887,0,1,0,0
URL-12515,35,3,3.93,0,1,1,1
URL-12516,48,1,3.608,0,1,0,0
URL-12517,47,0,3.51,0,1,0,0
URL-12518,24,0,3.615,0,1,0,0
URL-12519,46,2,3.751,0,0,0,0
URL-12520,56,1,3.189,0,1,0,0
URL-12521,60,2,3.189,0,1,0,0
URL-12522,72,0,3.575,0,1,0,0
URL-12523,27,3,3.838,0,1,0,0
URL-12524,62,5,3.768,0,1,0,1
URL-12525,33,1,4.003,0,1,0,0
URL-12526,30,0,3.395,0,1,0,0
URL-12527,88,1,4.663,0,1,2,1
URL-12528,31,1,3.659,0,1,0,0
URL-12529,102,6,4.636,0,1,2,1
