sku_id,base_price,offered_price,unit_cost_cogs,units_demanded,promo_discount_active
SKU-4819,58.19,55.86,26.19,1,0
SKU-4820,40.57,36.11,18.26,2,1
SKU-4821,32.14,28.93,14.46,1,0
SKU-4822,81.5,92.91,36.68,1,0
SKU-4823,97.46,85.76,43.86,1,1
SKU-4824,84.39,68.36,37.98,1,1
SKU-4825,73.03,54.77,32.86,1,1
SKU-4826,24.2,23.23,10.89,3,0
SKU-4827,116.85,113.34,52.58,1,0
SKU-4828,99.87,115.85,44.94,1,0
SKU-4829,49.28,40.41,22.18,1,1
SKU-4830,118.0,107.38,53.1,1,0
SKU-4831,80.19,91.42,36.09,1,0
SKU-4832,78.24,89.98,35.21,1,0
SKU-4833,94.81,86.28,42.66,1,0
SKU-4834,101.18,96.12,45.53,1,0
SKU-4835,85.65,74.52,38.54,1,1
SKU-4836,32.81,39.7,14.76,1,0
SKU-4837,53.83,41.45,24.22,1,1
SKU-4838,112.81,136.5,50.76,1,0
SKU-4839,42.46,45.86,19.11,1,0
SKU-4840,57.22,56.65,25.75,1,0
SKU-4841,63.21,45.51,28.44,1,1
SKU-4842,63.94,61.38,28.77,1,0
SKU-4843,81.29,74.79,36.58,1,0
SKU-4844,114.31,90.3,51.44,1,1
SKU-4845,44.07,46.71,19.83,1,0
SKU-4846,32.15,39.54,14.47,1,0
SKU-4847,39.75,40.15,17.89,1,0
SKU-4848,108.69,118.47,48.91,1,0
SKU-4849,84.58,62.59,38.06,1,1
SKU-4850,48.59,45.19,21.87,1,0
SKU-4851,101.59,77.21,45.72,1,1
SKU-4852,106.14,110.39,47.76,1,0
SKU-4853,104.65,127.67,47.09,1,0
SKU-4854,111.89,118.6,50.35,1,0
SKU-4855,45.22,33.46,20.35,2,1
SKU-4856,95.5,85.95,42.98,1,0
SKU-4857,66.05,66.05,29.72,1,0
SKU-4858,104.2,95.86,46.89,1,0
SKU-4859,92.85,107.71,41.78,1,0
SKU-4860,97.64,112.29,43.94,1,0
SKU-4861,85.62,89.04,38.53,1,0
SKU-4862,37.74,34.34,16.98,1,0
SKU-4863,74.5,62.58,33.52,1,1
SKU-4864,118.47,90.04,53.31,1,1
SKU-4865,113.74,102.37,51.18,1,0
SKU-4866,24.32,22.62,10.94,5,0
SKU-4867,36.48,39.03,16.42,1,0
SKU-4868,33.17,35.16,14.93,1,0
SKU-4869,92.6,68.52,41.67,1,1
SKU-4870,101.78,93.64,45.8,1,0
SKU-4871,41.35,33.08,18.61,2,1
SKU-4872,70.59,55.77,31.77,1,1
SKU-4873,104.07,120.72,46.83,1,0
SKU-4874,93.28,67.16,41.98,1,1
SKU-4875,74.22,69.02,33.4,1,0
SKU-4876,79.03,62.43,35.56,1,1
SKU-4877,70.84,83.59,31.88,1,0
SKU-4878,49.75,50.25,22.39,1,0
SKU-4879,76.5,63.5,34.43,1,1
SKU-4880,88.89,87.11,40.0,1,0
SKU-4881,107.33,118.06,48.3,1,0
SKU-4882,83.63,102.86,37.63,1,0
SKU-4883,96.11,78.81,43.25,1,1
SKU-4884,36.01,42.85,16.2,1,0
SKU-4885,66.16,80.05,29.77,1,0
SKU-4886,20.93,25.12,9.42,3,0
SKU-4887,44.67,46.9,20.1,1,0
SKU-4888,92.65,97.28,41.69,1,0
SKU-4889,119.18,109.65,53.63,1,0
SKU-4890,29.92,33.21,13.46,2,0
SKU-4891,60.15,59.55,27.07,1,0
SKU-4892,100.01,107.01,45.0,1,0
SKU-4893,40.4,37.98,18.18,1,0
SKU-4894,75.51,83.06,33.98,1,0
SKU-4895,93.31,107.31,41.99,1,0
SKU-4896,81.6,63.65,36.72,1,1
SKU-4897,38.8,45.01,17.46,1,0
SKU-4898,55.54,55.54,24.99,1,0
SKU-4899,98.38,114.12,44.27,1,0
SKU-4900,75.42,70.89,33.94,1,0
SKU-4901,20.52,18.67,9.23,5,0
SKU-4902,96.1,115.32,43.24,1,0
SKU-4903,23.53,19.77,10.59,8,1
SKU-4904,94.57,109.7,42.56,1,0
SKU-4905,40.25,39.04,18.11,1,0
SKU-4906,115.81,113.49,52.11,1,0
SKU-4907,56.79,49.41,25.56,1,1
SKU-4908,52.69,53.74,23.71,1,0
SKU-4909,34.89,30.7,15.7,4,1
SKU-4910,50.56,36.4,22.75,2,1
SKU-4911,107.67,91.52,48.45,1,1
SKU-4912,119.63,83.74,53.83,1,1
SKU-4913,56.83,70.47,25.57,1,0
SKU-4914,64.86,79.78,29.19,1,0
SKU-4915,92.21,84.83,41.49,1,0
SKU-4916,108.62,119.48,48.88,1,0
SKU-4917,79.3,70.58,35.68,1,1
SKU-4918,59.15,63.29,26.62,1,0
SKU-4919,61.26,69.84,27.57,1,0
SKU-4920,89.56,109.26,40.3,1,0
SKU-4921,20.32,18.69,9.14,6,0
SKU-4922,81.96,92.61,36.88,1,0
SKU-4923,55.55,47.22,25.0,1,1
SKU-4924,99.42,123.28,44.74,1,0
SKU-4925,29.3,20.8,13.18,5,1
SKU-4926,78.82,81.18,35.47,1,0
SKU-4927,68.1,72.19,30.64,1,0
SKU-4928,84.23,90.97,37.9,1,0
SKU-4929,26.49,20.4,11.92,7,1
SKU-4930,78.0,95.16,35.1,1,0
SKU-4931,76.15,60.92,34.27,1,1
SKU-4932,76.07,79.11,34.23,1,0
SKU-4933,80.35,65.89,36.16,1,1
SKU-4934,87.65,76.26,39.44,1,1
SKU-4935,100.5,100.5,45.22,1,0
SKU-4936,46.98,43.69,21.14,1,0
SKU-4937,102.5,80.98,46.12,1,1
SKU-4938,69.83,55.17,31.42,1,1
SKU-4939,27.71,25.77,12.47,2,0
SKU-4940,25.86,28.96,11.64,2,0
SKU-4941,53.42,63.57,24.04,1,0
SKU-4942,98.49,73.87,44.32,1,1
SKU-4943,90.77,83.51,40.85,1,0
SKU-4944,98.86,75.13,44.49,1,1
SKU-4945,71.73,50.93,32.28,1,1
SKU-4946,64.02,67.86,28.81,1,0
SKU-4947,34.75,35.79,15.64,1,0
SKU-4948,52.82,41.73,23.77,1,1
SKU-4949,63.4,52.62,28.53,1,1
SKU-4950,28.86,20.49,12.99,5,1
SKU-4951,42.06,48.79,18.93,1,0
SKU-4952,79.82,98.98,35.92,1,0
SKU-4953,93.57,72.05,42.11,1,1
SKU-4954,119.83,99.46,53.92,1,1
SKU-4955,113.31,133.71,50.99,1,0
SKU-4956,84.26,101.95,37.92,1,0
SKU-4957,62.12,57.77,27.95,1,0
SKU-4958,83.62,61.04,37.63,1,1
SKU-4959,98.57,70.97,44.36,1,1
SKU-4960,31.83,32.47,14.32,1,0
SKU-4961,60.99,56.11,27.45,1,0
SKU-4962,103.98,74.87,46.79,1,1
SKU-4963,58.38,59.55,26.27,1,0
SKU-4964,77.19,54.8,34.74,1,1
SKU-4965,78.78,89.02,35.45,1,0
SKU-4966,38.45,33.45,17.3,3,1
SKU-4967,56.22,40.48,25.3,1,1
SKU-4968,53.45,54.52,24.05,1,0
SKU-4969,22.62,20.81,10.18,4,0
SKU-4970,22.42,27.8,10.09,2,0
SKU-4971,103.17,103.17,46.43,1,0
SKU-4972,47.31,40.21,21.29,2,1
SKU-4973,71.81,78.27,32.31,1,0
SKU-4974,49.87,42.39,22.44,1,1
SKU-4975,114.07,136.88,51.33,1,0
SKU-4976,45.93,41.8,20.67,1,0
SKU-4977,62.97,62.97,28.34,1,0
SKU-4978,107.27,78.31,48.27,1,1
SKU-4979,104.19,96.9,46.89,1,0
SKU-4980,38.61,44.79,17.37,1,0
SKU-4981,100.26,114.3,45.12,1,0
SKU-4982,65.82,53.97,29.62,1,1
SKU-4983,68.3,56.01,30.74,1,1
SKU-4984,33.35,38.35,15.01,1,0
SKU-4985,28.06,33.95,12.63,1,0
SKU-4986,92.79,69.59,41.76,1,1
SKU-4987,69.65,66.17,31.34,1,0
SKU-4988,63.69,56.68,28.66,1,1
SKU-4989,92.95,109.68,41.83,1,0
SKU-4990,96.55,72.41,43.45,1,1
SKU-4991,35.89,29.43,16.15,3,1
SKU-4992,81.02,89.93,36.46,1,0
SKU-4993,33.54,24.48,15.09,4,1
SKU-4994,95.14,92.29,42.81,1,0
SKU-4995,85.7,80.56,38.57,1,0
SKU-4996,115.66,101.78,52.05,1,1
SKU-4997,26.9,24.75,12.1,3,0
SKU-4998,25.71,25.45,11.57,3,0
SKU-4999,48.22,38.09,21.7,3,1
