pixel_id,band_02_blue,band_03_green,band_04_red,band_08_nir,land_cover_class
PX-1454,0.0621,0.1627,0.1365,0.6116,Crops
PX-1455,0.0903,0.0575,0.2538,0.0498,Urban
PX-1456,0.2507,0.0418,0.0531,0.1116,Water
PX-1457,0.2106,0.0739,0.0695,0.1072,Water
PX-1458,0.0931,0.1725,0.0786,0.6345,Crops
PX-1459,0.2662,0.0339,0.0459,0.1289,Water
PX-1460,0.0601,0.1888,0.1087,0.7072,Crops
PX-1461,0.2584,0.0313,0.036,0.1079,Water
PX-1462,0.0629,0.1633,0.1277,0.6568,Crops
PX-1463,0.252,0.0179,0.0724,0.1491,Water
PX-1464,0.0547,0.0315,0.2773,0.1422,Urban
PX-1465,0.0441,0.1836,0.1241,0.6254,Crops
PX-1466,0.0723,0.0207,0.2823,0.1239,Urban
PX-1467,0.0775,0.1704,0.05,0.6919,Forest
PX-1468,0.072,0.06,0.2582,0.0749,Urban
PX-1469,0.2263,0.0491,0.0722,0.1705,Water
PX-1470,0.072,0.2398,0.0559,0.7273,Forest
PX-1471,0.2554,0.0967,0.0579,0.0911,Water
PX-1472,0.0791,0.0426,0.2639,0.1277,Urban
PX-1473,0.0837,0.2111,0.0408,0.6957,Forest
PX-1474,0.0666,0.195,0.1165,0.6282,Crops
PX-1475,0.2734,0.0481,0.0193,0.1393,Water
PX-1476,0.0565,0.0301,0.2462,0.1265,Urban
PX-1477,0.2598,0.0598,0.038,0.0613,Water
PX-1478,0.2736,0.0565,0.0605,0.1384,Water
PX-1479,0.0896,0.1913,0.0369,0.626,Forest
PX-1480,0.0759,0.0688,0.2596,0.1576,Urban
PX-1481,0.0694,0.165,0.1037,0.6232,Crops
PX-1482,0.1007,0.177,0.0409,0.6635,Forest
PX-1483,0.0515,0.1822,0.1129,0.7049,Crops
PX-1484,0.0606,0.1877,0.1633,0.6699,Crops
PX-1485,0.072,0.1565,0.1411,0.6068,Crops
PX-1486,0.1048,0.1986,0.1405,0.6094,Crops
PX-1487,0.2576,0.0246,0.0734,0.096,Water
PX-1488,0.0606,0.1684,0.1,0.6658,Crops
PX-1489,0.0738,0.1948,0.0256,0.6843,Forest
PX-1490,0.0677,0.1673,0.0979,0.6163,Crops
PX-1491,0.0658,0.1687,0.1467,0.6033,Crops
PX-1492,0.0996,0.2174,0.1091,0.6613,Crops
PX-1493,0.0526,0.163,0.095,0.6427,Crops
PX-1494,0.1122,0.2488,0.0414,0.7563,Forest
PX-1495,0.2666,0.0687,0.0452,0.1215,Water
PX-1496,0.1018,0.2018,0.0554,0.7426,Forest
PX-1497,0.0707,0.2095,0.055,0.6232,Forest
PX-1498,0.077,0.2306,0.1034,0.5871,Crops
PX-1499,0.0513,0.0401,0.2937,0.0752,Urban
PX-1500,0.0695,0.1776,0.0372,0.7176,Forest
PX-1501,0.0899,0.1849,0.0469,0.7402,Forest
PX-1502,0.1059,0.1806,0.1337,0.6187,Crops
PX-1503,0.0579,0.1455,0.1072,0.6316,Crops
PX-1504,0.0727,0.1804,0.1086,0.6032,Crops
PX-1505,0.077,0.2139,0.1318,0.5775,Crops
PX-1506,0.0521,0.203,0.0328,0.6987,Forest
PX-1507,0.0918,0.1941,0.0423,0.6789,Forest
PX-1508,0.0655,0.1876,0.0611,0.6704,Forest
PX-1509,0.2461,0.078,0.0911,0.064,Water
PX-1510,0.071,0.0435,0.2921,0.1856,Urban
PX-1511,0.2342,0.0969,0.0595,0.0999,Water
PX-1512,0.0799,0.0987,0.2906,0.1413,Urban
PX-1513,0.0757,0.1851,0.0985,0.5918,Crops
PX-1514,0.0726,0.1798,0.1223,0.6424,Crops
PX-1515,0.0654,0.2006,0.1194,0.6617,Crops
PX-1516,0.0864,0.2219,0.0564,0.6831,Forest
PX-1517,0.1131,0.0439,0.2823,0.1262,Urban
PX-1518,0.0828,0.1695,0.1276,0.6698,Crops
PX-1519,0.0999,0.0336,0.2738,0.0748,Urban
PX-1520,0.0522,0.1882,0.1212,0.6579,Crops
PX-1521,0.0832,0.0733,0.2554,0.1246,Urban
PX-1522,0.0581,0.153,0.1136,0.6593,Crops
PX-1523,0.0505,0.1709,0.1478,0.6529,Crops
PX-1524,0.0652,0.1731,0.0564,0.6191,Forest
PX-1525,0.1038,0.162,0.1196,0.5973,Crops
PX-1526,0.099,0.191,0.1579,0.5614,Crops
PX-1527,0.0849,0.1653,0.0928,0.6827,Crops
PX-1528,0.0493,0.054,0.2578,0.1531,Urban
PX-1529,0.0761,0.1675,0.0843,0.7037,Forest
PX-1530,0.086,0.1837,0.1209,0.6623,Crops
PX-1531,0.0835,0.1991,0.0451,0.5847,Forest
PX-1532,0.2131,0.0454,0.026,0.0789,Water
PX-1533,0.0622,0.1762,0.129,0.6568,Crops
PX-1534,0.0787,0.2036,0.0609,0.6754,Forest
PX-1535,0.0907,0.1637,0.0981,0.6411,Crops
PX-1536,0.0361,0.1505,0.1172,0.6648,Crops
PX-1537,0.2468,0.0961,0.0433,0.1205,Water
PX-1538,0.0829,0.1673,0.1251,0.6548,Crops
PX-1539,0.097,0.1981,0.0276,0.6444,Forest
PX-1540,0.2639,0.0802,0.075,0.1593,Water
PX-1541,0.0917,0.2506,0.1383,0.6328,Crops
PX-1542,0.064,0.1751,0.0427,0.6168,Forest
PX-1543,0.0418,0.189,0.1157,0.6192,Crops
PX-1544,0.0721,0.0458,0.2773,0.1061,Urban
PX-1545,0.1,0.1892,0.0344,0.7098,Forest
PX-1546,0.1079,0.0456,0.2711,0.1183,Urban
PX-1547,0.0942,0.1775,0.0446,0.6626,Forest
PX-1548,0.0886,0.1792,0.1523,0.6001,Crops
PX-1549,0.0876,0.1705,0.0689,0.7014,Forest
PX-1550,0.0689,0.0789,0.2987,0.0939,Urban
PX-1551,0.0774,0.2011,0.0574,0.666,Forest
PX-1552,0.1134,0.0684,0.2577,0.1792,Urban
PX-1553,0.0611,0.0507,0.2792,0.1404,Urban
PX-1554,0.1123,0.1727,0.1394,0.5849,Crops
PX-1555,0.0736,0.1858,0.0948,0.5792,Crops
PX-1556,0.1065,0.1767,0.0627,0.6674,Forest
PX-1557,0.0519,0.1928,0.0965,0.6215,Forest
PX-1558,0.0917,0.0428,0.3012,0.1459,Urban
PX-1559,0.0653,0.0422,0.3083,0.1217,Urban
PX-1560,0.0517,0.1378,0.1244,0.6566,Crops
PX-1561,0.0844,0.2068,0.1394,0.6217,Crops
PX-1562,0.2702,0.0463,0.0356,0.1897,Water
PX-1563,0.0631,0.2033,0.1359,0.7637,Crops
PX-1564,0.05,0.0814,0.2931,0.1089,Urban
PX-1565,0.0782,0.1743,0.0558,0.6841,Forest
PX-1566,0.2483,0.0382,0.0763,0.1239,Water
PX-1567,0.091,0.2312,0.1092,0.6396,Crops
PX-1568,0.099,0.235,0.0463,0.6367,Forest
PX-1569,0.0788,0.1994,0.0519,0.6266,Forest
PX-1570,0.1171,0.2051,0.0294,0.6246,Forest
PX-1571,0.0845,0.1674,0.1245,0.6662,Crops
PX-1572,0.2431,0.0686,0.0156,0.0992,Water
PX-1573,0.0478,0.0457,0.3009,0.0169,Urban
PX-1574,0.0747,0.1394,0.1209,0.6678,Crops
PX-1575,0.0733,0.1536,0.1096,0.6485,Crops
PX-1576,0.0992,0.1804,0.1033,0.7039,Crops
PX-1577,0.0892,0.1774,0.0453,0.6849,Forest
PX-1578,0.0564,0.1987,0.0638,0.6109,Forest
PX-1579,0.0834,0.1785,0.061,0.5808,Forest
PX-1580,0.0934,0.1644,0.1059,0.6212,Crops
PX-1581,0.1106,0.1971,0.1031,0.625,Crops
PX-1582,0.0978,0.2049,0.0631,0.7077,Forest
PX-1583,0.0952,0.1998,0.0356,0.6696,Forest
PX-1584,0.0812,0.0776,0.2812,0.1653,Urban
PX-1585,0.0878,0.1896,0.1225,0.597,Crops
PX-1586,0.275,0.0889,0.0562,0.1586,Water
PX-1587,0.0533,0.1908,0.0672,0.6988,Forest
PX-1588,0.073,0.1914,0.0247,0.5893,Forest
PX-1589,0.2345,0.034,0.0118,0.1729,Water
PX-1590,0.2576,0.0514,0.0387,0.1237,Water
PX-1591,0.1046,0.0793,0.316,0.1357,Urban
PX-1592,0.0681,0.206,0.1604,0.6154,Crops
PX-1593,0.0322,0.1992,0.1566,0.701,Crops
PX-1594,0.2418,0.0241,0.0461,0.0726,Water
PX-1595,0.0983,0.2217,0.0144,0.7033,Forest
PX-1596,0.0908,0.1432,0.0731,0.6828,Crops
PX-1597,0.0886,0.198,0.1077,0.611,Crops
PX-1598,0.0744,0.1726,0.116,0.7293,Crops
PX-1599,0.0544,0.0741,0.306,0.1293,Urban
PX-1600,0.0903,0.1534,0.1374,0.6762,Crops
PX-1601,0.0633,0.2034,0.1245,0.5889,Crops
PX-1602,0.1237,0.1507,0.1022,0.7347,Crops
PX-1603,0.0914,0.1666,0.1008,0.601,Crops
PX-1604,0.0684,0.16,0.1251,0.691,Crops
PX-1605,0.0678,0.1649,0.0639,0.6302,Forest
PX-1606,0.0781,0.1819,0.1278,0.6252,Crops
PX-1607,0.0752,0.0961,0.2593,0.1516,Urban
PX-1608,0.1023,0.2333,0.133,0.6911,Crops
PX-1609,0.0837,0.2019,0.0585,0.6191,Forest
PX-1610,0.0654,0.0823,0.2586,0.1636,Urban
PX-1611,0.2878,0.0646,0.0343,0.1618,Water
PX-1612,0.081,0.21,0.0638,0.6325,Forest
PX-1613,0.0954,0.1732,0.1153,0.7139,Crops
PX-1614,0.0678,0.1839,0.1518,0.5917,Crops
PX-1615,0.2573,0.0707,0.06,0.095,Water
PX-1616,0.0862,0.0484,0.2703,0.1392,Urban
PX-1617,0.2122,0.0585,0.0498,0.0859,Water
PX-1618,0.1203,0.1988,0.0513,0.6806,Forest
PX-1619,0.2758,0.0765,0.0354,0.1296,Water
PX-1620,0.0721,0.1787,0.0317,0.6625,Forest
PX-1621,0.058,0.179,0.134,0.6833,Crops
PX-1622,0.087,0.2382,0.0669,0.6609,Forest
PX-1623,0.0817,0.0833,0.2921,0.1293,Urban
PX-1624,0.0871,0.207,0.1503,0.6959,Crops
PX-1625,0.2538,0.0605,0.0392,0.1516,Water
PX-1626,0.0901,0.1864,0.1535,0.6814,Crops
PX-1627,0.1089,0.22,0.032,0.624,Forest
PX-1628,0.0914,0.2112,0.0997,0.671,Crops
PX-1629,0.059,0.161,0.0148,0.6349,Forest
PX-1630,0.2773,0.0337,0.0411,0.0687,Water
PX-1631,0.1128,0.2062,0.1099,0.6471,Crops
PX-1632,0.313,0.0545,0.0605,0.0838,Water
PX-1633,0.2275,0.0466,0.0549,0.1516,Water
PX-1634,0.0849,0.0349,0.2561,0.1526,Urban
PX-1635,0.0384,0.1689,0.1121,0.5739,Crops
PX-1636,0.0911,0.152,0.1126,0.6169,Crops
PX-1637,0.069,0.2218,0.0845,0.5916,Crops
PX-1638,0.1185,0.0596,0.2604,0.1015,Urban
PX-1639,0.0645,0.0588,0.2646,0.1382,Urban
PX-1640,0.0462,0.2118,0.0787,0.6603,Forest
PX-1641,0.0706,0.0792,0.2838,0.0964,Urban
PX-1642,0.0405,0.2189,0.0632,0.722,Forest
PX-1643,0.095,0.2215,0.02,0.5778,Forest
PX-1644,0.0387,0.1674,0.1439,0.6995,Crops
PX-1645,0.2506,0.054,0.076,0.0982,Water
PX-1646,0.0384,0.1954,0.08,0.6469,Crops
PX-1647,0.0736,0.0495,0.2659,0.0989,Urban
PX-1648,0.2829,0.0599,0.0599,0.1817,Water
PX-1649,0.2572,0.068,0.0629,0.0708,Water
PX-1650,0.0627,0.1957,0.1064,0.6505,Crops
PX-1651,0.0794,0.1444,0.1139,0.6711,Crops
PX-1652,0.0804,0.1943,0.1081,0.5856,Crops
PX-1653,0.0895,0.1753,0.1222,0.6132,Crops
PX-1654,0.0527,0.1941,0.1439,0.6441,Crops
PX-1655,0.0919,0.0755,0.2646,0.0845,Urban
PX-1656,0.0259,0.2322,0.07,0.6374,Forest
PX-1657,0.0674,0.2071,0.1044,0.636,Crops
PX-1658,0.0702,0.2069,0.103,0.676,Crops
PX-1659,0.0927,0.2289,0.0664,0.6563,Forest
PX-1660,0.0805,0.2058,0.0684,0.7131,Forest
PX-1661,0.0519,0.2006,0.067,0.6301,Forest
PX-1662,0.0603,0.0775,0.2537,0.0699,Urban
PX-1663,0.084,0.2146,0.0407,0.7471,Forest
PX-1664,0.0784,0.0538,0.2965,0.0937,Urban
PX-1665,0.0684,0.0681,0.2808,0.0676,Urban
PX-1666,0.0704,0.1793,0.0985,0.5803,Crops
PX-1667,0.0939,0.0429,0.2892,0.163,Urban
PX-1668,0.0696,0.2058,0.1057,0.6363,Crops
PX-1669,0.0782,0.0611,0.3159,0.1099,Urban
PX-1670,0.1234,0.221,0.1509,0.6436,Crops
PX-1671,0.0515,0.0275,0.2921,0.1605,Urban
PX-1672,0.043,0.0489,0.3072,0.1128,Urban
PX-1673,0.0957,0.0607,0.2813,0.2138,Urban
PX-1674,0.2364,0.0827,0.0653,0.1254,Water
PX-1675,0.0736,0.188,0.1496,0.6925,Crops
PX-1676,0.0644,0.1862,0.1249,0.6822,Crops
PX-1677,0.0748,0.1775,0.0449,0.6685,Forest
PX-1678,0.112,0.1569,0.0859,0.6265,Crops
PX-1679,0.266,0.0665,0.0483,0.1333,Water
PX-1680,0.0972,0.1527,0.1365,0.6704,Crops
PX-1681,0.0517,0.0494,0.2989,0.0971,Urban
PX-1682,0.057,0.21,0.0601,0.6767,Forest
PX-1683,0.0232,0.0404,0.2692,0.1694,Urban
PX-1684,0.0638,0.2121,0.0805,0.7328,Crops
PX-1685,0.0991,0.0845,0.2701,0.1542,Urban
PX-1686,0.0903,0.0286,0.2739,0.1945,Urban
PX-1687,0.0756,0.1814,0.0437,0.6448,Forest
PX-1688,0.0796,0.1543,0.0624,0.6981,Forest
PX-1689,0.2362,0.0443,0.0897,0.1735,Water
PX-1690,0.0841,0.1953,0.1225,0.6141,Crops
PX-1691,0.0953,0.1917,0.0457,0.6506,Forest
PX-1692,0.0477,0.1892,0.1148,0.7195,Crops
PX-1693,0.086,0.1496,0.1225,0.611,Crops
PX-1694,0.0986,0.196,0.1034,0.5964,Crops
PX-1695,0.0717,0.1689,0.1224,0.7111,Crops
PX-1696,0.094,0.1802,0.129,0.6979,Crops
PX-1697,0.1363,0.1781,0.1242,0.6673,Crops
PX-1698,0.0779,0.0346,0.2892,0.1182,Urban
PX-1699,0.0879,0.1769,0.0587,0.6525,Forest
PX-1700,0.0652,0.0794,0.2446,0.1313,Urban
PX-1701,0.0836,0.208,0.0627,0.7332,Forest
PX-1702,0.0892,0.201,0.1066,0.6595,Crops
PX-1703,0.0839,0.2065,0.0281,0.7567,Forest
PX-1704,0.0596,0.2029,0.0279,0.6341,Forest
PX-1705,0.0841,0.1455,0.1287,0.6492,Crops
PX-1706,0.1092,0.1946,0.0455,0.6551,Forest
PX-1707,0.089,0.1795,0.0864,0.6066,Crops
PX-1708,0.0992,0.2391,0.0596,0.6639,Forest
PX-1709,0.2453,0.0737,0.0212,0.1367,Water
PX-1710,0.095,0.2107,0.1228,0.671,Crops
PX-1711,0.0856,0.192,0.1248,0.7368,Crops
PX-1712,0.231,0.0458,0.0677,0.1386,Water
PX-1713,0.0864,0.2023,0.0856,0.716,Forest
PX-1714,0.0602,0.1847,0.0927,0.6526,Crops
PX-1715,0.0673,0.0412,0.279,0.1871,Urban
PX-1716,0.0838,0.1723,0.1145,0.7459,Crops
PX-1717,0.2559,0.0559,0.0587,0.1412,Water
PX-1718,0.0562,0.0921,0.2843,0.0803,Urban
PX-1719,0.1011,0.1384,0.1129,0.628,Crops
PX-1720,0.0914,0.2041,0.1112,0.6613,Crops
PX-1721,0.0659,0.1613,0.0977,0.6683,Crops
PX-1722,0.0492,0.1526,0.1398,0.6779,Crops
PX-1723,0.0771,0.2036,0.1292,0.6684,Crops
PX-1724,0.2411,0.0746,0.0684,0.1203,Water
PX-1725,0.0823,0.2051,0.1138,0.6246,Crops
PX-1726,0.0727,0.216,0.0369,0.686,Forest
PX-1727,0.0399,0.1012,0.2584,0.1942,Urban
PX-1728,0.0722,0.0712,0.2872,0.1608,Urban
PX-1729,0.0739,0.1969,0.0292,0.6914,Forest
PX-1730,0.0927,0.1869,0.157,0.6912,Crops
PX-1731,0.066,0.2249,0.0238,0.6552,Forest
PX-1732,0.1136,0.1844,0.0555,0.6497,Forest
PX-1733,0.0418,0.187,0.0813,0.6401,Forest
PX-1734,0.1062,0.1738,0.132,0.645,Crops
PX-1735,0.0755,0.0179,0.2835,0.1031,Urban
PX-1736,0.0972,0.2028,0.0306,0.7183,Forest
PX-1737,0.0816,0.1423,0.0924,0.631,Crops
PX-1738,0.1028,0.1811,0.1354,0.6179,Crops
PX-1739,0.0723,0.2173,0.0801,0.7477,Forest
PX-1740,0.058,0.0505,0.2712,0.1019,Urban
PX-1741,0.2784,0.0935,0.0272,0.1261,Water
PX-1742,0.2477,0.0308,0.01,0.1381,Water
PX-1743,0.0844,0.2038,0.1004,0.6045,Crops
PX-1744,0.1047,0.2135,0.0477,0.7194,Forest
PX-1745,0.0594,0.1657,0.082,0.6955,Forest
PX-1746,0.0919,0.2342,0.1335,0.7123,Crops
PX-1747,0.0682,0.1787,0.1261,0.6228,Crops
PX-1748,0.2474,0.0425,0.042,0.124,Water
PX-1749,0.0814,0.1519,0.1083,0.6516,Crops
PX-1750,0.05,0.1956,0.0781,0.6806,Forest
PX-1751,0.0644,0.1775,0.124,0.5918,Crops
PX-1752,0.107,0.1821,0.0779,0.6544,Crops
PX-1753,0.0977,0.174,0.1065,0.5929,Crops
PX-1754,0.0787,0.0727,0.2628,0.1343,Urban
PX-1755,0.0849,0.0522,0.2691,0.0349,Urban
PX-1756,0.0741,0.0213,0.2913,0.0459,Urban
PX-1757,0.1071,0.197,0.0479,0.7027,Forest
PX-1758,0.076,0.1327,0.1185,0.6281,Crops
PX-1759,0.0846,0.2071,0.0763,0.6305,Forest
PX-1760,0.1029,0.1804,0.0361,0.7208,Forest
PX-1761,0.0645,0.0633,0.3173,0.1331,Urban
PX-1762,0.1112,0.2063,0.1066,0.6849,Crops
PX-1763,0.0494,0.181,0.0518,0.6634,Forest
PX-1764,0.1126,0.2012,0.1144,0.7572,Crops
PX-1765,0.0725,0.1713,0.1225,0.6258,Crops
PX-1766,0.2451,0.0951,0.0589,0.1898,Water
PX-1767,0.0422,0.1927,0.0587,0.6675,Forest
PX-1768,0.0709,0.1632,0.1049,0.5838,Crops
PX-1769,0.0592,0.1937,0.0975,0.6693,Crops
PX-1770,0.0678,0.1913,0.1001,0.6826,Forest
PX-1771,0.2473,0.0432,0.0403,0.0779,Water
PX-1772,0.0992,0.0504,0.294,0.0831,Urban
PX-1773,0.0842,0.0591,0.2478,0.119,Urban
PX-1774,0.2562,0.0868,0.0444,0.134,Water
PX-1775,0.0581,0.1413,0.1175,0.5512,Crops
PX-1776,0.2324,0.0605,0.0595,0.1621,Water
PX-1777,0.116,0.2125,0.01,0.6502,Forest
PX-1778,0.0653,0.1839,0.1233,0.5967,Crops
PX-1779,0.1131,0.0862,0.257,0.1576,Urban
PX-1780,0.0751,0.1785,0.1265,0.6491,Crops
PX-1781,0.08,0.0563,0.2593,0.1686,Urban
PX-1782,0.1014,0.2118,0.0329,0.6875,Forest
PX-1783,0.1054,0.202,0.0445,0.6699,Forest
PX-1784,0.2478,0.0522,0.029,0.1139,Water
PX-1785,0.0722,0.0703,0.2705,0.1393,Urban
PX-1786,0.0789,0.1869,0.0261,0.6535,Forest
PX-1787,0.0868,0.1878,0.0133,0.6359,Forest
PX-1788,0.0978,0.1694,0.1404,0.6744,Crops
PX-1789,0.0801,0.2271,0.0241,0.6642,Forest
PX-1790,0.0924,0.1156,0.1164,0.6513,Crops
PX-1791,0.2828,0.0679,0.0651,0.1636,Water
PX-1792,0.0876,0.2007,0.0377,0.6654,Forest
PX-1793,0.2562,0.0264,0.0335,0.1206,Water
PX-1794,0.0496,0.1862,0.1245,0.626,Crops
PX-1795,0.0274,0.1895,0.1424,0.6672,Crops
PX-1796,0.2578,0.0718,0.0266,0.134,Water
PX-1797,0.0781,0.127,0.117,0.686,Crops
PX-1798,0.0697,0.2073,0.0854,0.6268,Crops
PX-1799,0.0849,0.1652,0.1121,0.6317,Crops
PX-1800,0.0788,0.0737,0.2807,0.1517,Urban
PX-1801,0.2726,0.0748,0.0329,0.1301,Water
PX-1802,0.0817,0.1625,0.1109,0.6138,Crops
PX-1803,0.0651,0.1932,0.0918,0.7023,Crops
PX-1804,0.0998,0.1723,0.1215,0.5821,Crops
PX-1805,0.2457,0.0186,0.0711,0.1514,Water
PX-1806,0.2605,0.0834,0.0281,0.0694,Water
PX-1807,0.0705,0.1645,0.1075,0.7254,Crops
PX-1808,0.067,0.1629,0.1301,0.5882,Crops
PX-1809,0.0817,0.1719,0.1442,0.6961,Crops
PX-1810,0.2503,0.0654,0.0201,0.1167,Water
PX-1811,0.2596,0.0589,0.0466,0.1053,Water
PX-1812,0.0746,0.191,0.1257,0.6574,Crops
PX-1813,0.0433,0.1532,0.118,0.6753,Crops
PX-1814,0.0713,0.1652,0.0705,0.6138,Crops
PX-1815,0.0959,0.0577,0.29,0.0874,Urban
PX-1816,0.0741,0.218,0.1504,0.676,Crops
PX-1817,0.2451,0.0577,0.0523,0.0517,Water
PX-1818,0.0997,0.2217,0.0294,0.6466,Forest
PX-1819,0.0658,0.1808,0.1097,0.7716,Crops
PX-1820,0.0491,0.1703,0.1554,0.6113,Crops
PX-1821,0.0768,0.1751,0.1382,0.6959,Crops
PX-1822,0.0703,0.1966,0.0628,0.6466,Forest
PX-1823,0.2307,0.0721,0.0571,0.1404,Water
PX-1824,0.0765,0.2275,0.0368,0.6962,Forest
PX-1825,0.0898,0.2072,0.046,0.7152,Forest
PX-1826,0.0798,0.2037,0.1184,0.642,Crops
PX-1827,0.0861,0.0407,0.291,0.1996,Urban
PX-1828,0.2863,0.0517,0.0802,0.0964,Water
PX-1829,0.0731,0.1655,0.1424,0.6594,Crops
PX-1830,0.0856,0.0663,0.2516,0.1298,Urban
PX-1831,0.0698,0.1928,0.0545,0.6251,Forest
PX-1832,0.0631,0.2146,0.0647,0.6586,Forest
PX-1833,0.2383,0.0414,0.0624,0.1265,Water
PX-1834,0.0704,0.0609,0.2674,0.1027,Urban
PX-1835,0.2572,0.0737,0.1083,0.2176,Water
PX-1836,0.127,0.1387,0.0945,0.6165,Crops
PX-1837,0.0657,0.2224,0.0983,0.6972,Crops
PX-1838,0.0717,0.0543,0.2847,0.1543,Urban
PX-1839,0.0787,0.1395,0.1623,0.6494,Crops
PX-1840,0.0879,0.1832,0.1033,0.6154,Crops
PX-1841,0.0853,0.2007,0.0447,0.6393,Forest
PX-1842,0.1057,0.1984,0.0715,0.6493,Forest
PX-1843,0.0315,0.2198,0.0496,0.5986,Forest
PX-1844,0.0323,0.0749,0.2733,0.0799,Urban
PX-1845,0.0701,0.186,0.1313,0.5907,Crops
PX-1846,0.1019,0.189,0.1255,0.7038,Crops
PX-1847,0.0487,0.1779,0.1406,0.6747,Crops
PX-1848,0.0198,0.0955,0.3058,0.1514,Urban
PX-1849,0.0914,0.1704,0.0561,0.6936,Forest
PX-1850,0.0849,0.1828,0.1258,0.6567,Crops
PX-1851,0.0582,0.0613,0.2843,0.1784,Urban
PX-1852,0.0603,0.0763,0.2898,0.0956,Urban
PX-1853,0.0606,0.0431,0.2811,0.1243,Urban
PX-1854,0.0822,0.0251,0.28,0.1499,Urban
PX-1855,0.0675,0.1831,0.1439,0.5972,Crops
PX-1856,0.2599,0.0656,0.0803,0.2439,Water
PX-1857,0.0229,0.2298,0.0198,0.6711,Forest
PX-1858,0.0629,0.0346,0.2802,0.1257,Urban
PX-1859,0.2275,0.0831,0.0362,0.1703,Water
PX-1860,0.2449,0.1073,0.0438,0.1566,Water
PX-1861,0.2392,0.0524,0.0581,0.1215,Water
PX-1862,0.096,0.1542,0.1334,0.6552,Crops
PX-1863,0.0428,0.1919,0.0478,0.6098,Forest
PX-1864,0.0809,0.0603,0.2417,0.0977,Urban
PX-1865,0.0912,0.0713,0.2607,0.1407,Urban
PX-1866,0.1171,0.1682,0.1379,0.6678,Crops
PX-1867,0.0704,0.2111,0.0652,0.6988,Crops
PX-1868,0.0865,0.1577,0.1437,0.6452,Crops
PX-1869,0.2139,0.0252,0.0604,0.0645,Water
PX-1870,0.0322,0.0821,0.3063,0.1623,Urban
PX-1871,0.0969,0.1345,0.116,0.7074,Crops
PX-1872,0.0799,0.1959,0.01,0.7059,Forest
PX-1873,0.1036,0.1224,0.2886,0.1135,Urban
PX-1874,0.2225,0.0598,0.0755,0.1618,Water
PX-1875,0.0904,0.1776,0.0685,0.8072,Forest
PX-1876,0.1174,0.1989,0.0367,0.6746,Forest
PX-1877,0.0884,0.199,0.0517,0.6175,Forest
PX-1878,0.0855,0.1832,0.1093,0.6265,Crops
PX-1879,0.0802,0.2132,0.0336,0.695,Forest
PX-1880,0.2186,0.0392,0.0691,0.0558,Water
PX-1881,0.1071,0.0938,0.256,0.1268,Urban
PX-1882,0.0678,0.2049,0.0321,0.6852,Forest
PX-1883,0.2601,0.0745,0.0279,0.1814,Water
PX-1884,0.0487,0.1674,0.0902,0.7024,Crops
PX-1885,0.0564,0.2257,0.0529,0.7046,Forest
PX-1886,0.1087,0.1749,0.1432,0.5635,Crops
PX-1887,0.0731,0.1856,0.1163,0.6868,Crops
PX-1888,0.2791,0.0413,0.0199,0.1482,Water
PX-1889,0.0784,0.0401,0.2968,0.1302,Urban
PX-1890,0.0432,0.1938,0.1537,0.5808,Crops
PX-1891,0.0978,0.1911,0.0371,0.6389,Forest
PX-1892,0.0682,0.0429,0.2704,0.0733,Urban
PX-1893,0.094,0.1671,0.1303,0.5694,Crops
PX-1894,0.0805,0.214,0.0824,0.6699,Forest
PX-1895,0.2191,0.0474,0.0396,0.0881,Water
PX-1896,0.0833,0.1976,0.0234,0.775,Forest
PX-1897,0.1239,0.1803,0.1326,0.6432,Crops
PX-1898,0.0899,0.1417,0.136,0.7018,Crops
PX-1899,0.2488,0.0306,0.0501,0.0572,Water
PX-1900,0.1015,0.2067,0.0388,0.6488,Forest
PX-1901,0.0842,0.1653,0.1399,0.6539,Crops
PX-1902,0.2542,0.0811,0.0606,0.0837,Water
PX-1903,0.0582,0.1993,0.1046,0.6331,Crops
PX-1904,0.2547,0.0744,0.051,0.1113,Water
PX-1905,0.1007,0.2164,0.093,0.6406,Crops
PX-1906,0.0633,0.0583,0.2937,0.1942,Urban
PX-1907,0.1085,0.193,0.1148,0.6651,Crops
PX-1908,0.0782,0.1683,0.1113,0.6692,Crops
PX-1909,0.0622,0.229,0.1193,0.6716,Crops
PX-1910,0.1,0.2197,0.1208,0.6745,Crops
PX-1911,0.0743,0.0602,0.2979,0.1167,Urban
PX-1912,0.0952,0.0677,0.2918,0.1072,Urban
PX-1913,0.0742,0.2072,0.1169,0.6567,Crops
PX-1914,0.0788,0.1971,0.0653,0.7163,Forest
PX-1915,0.2599,0.0469,0.058,0.165,Water
PX-1916,0.0858,0.0775,0.2715,0.1104,Urban
PX-1917,0.0401,0.2016,0.0475,0.7007,Forest
PX-1918,0.0576,0.1837,0.117,0.6422,Crops
PX-1919,0.0986,0.1833,0.0601,0.6714,Forest
PX-1920,0.2474,0.0256,0.0427,0.1011,Water
PX-1921,0.0695,0.1847,0.1122,0.6427,Crops
PX-1922,0.0528,0.2181,0.0894,0.7237,Forest
PX-1923,0.0584,0.1755,0.1388,0.6537,Crops
PX-1924,0.2096,0.0887,0.0348,0.1254,Water
PX-1925,0.078,0.1659,0.1314,0.5921,Crops
PX-1926,0.068,0.1789,0.0524,0.6576,Forest
