property_id,square_footage,bedrooms,bathrooms,year_built,distance_to_transit_km,school_rating,visual_aesthetic_score,interior_modernity_index,valuation_usd
PROP-11212,1633,4,3,2002,1.43,3,6.07,0.86,841100
PROP-11213,2681,5,4,1957,0.2,2,5.73,0.38,1060600
PROP-11214,1908,4,3,1959,0.74,4,7.52,0.55,877700
PROP-11215,2911,6,5,2016,9.9,8,1.18,0.69,1215800
PROP-11216,1662,2,2,1987,2.58,2,7.21,0.39,773500
PROP-11217,2281,3,2,1978,20.0,3,9.41,0.14,933700
PROP-11218,1557,2,1,1964,2.6,3,7.43,0.55,704200
PROP-11219,3494,6,4,1972,2.75,5,1.33,0.11,1236000
PROP-11220,1328,2,2,1995,1.74,4,4.4,0.96,660700
PROP-11221,2301,4,3,1977,1.3,4,8.29,0.82,1021800
PROP-11222,2511,5,4,1975,1.01,6,9.63,0.27,1177100
PROP-11223,2368,4,3,1959,1.47,4,4.33,0.36,921800
PROP-11224,1979,3,3,1996,2.16,8,8.57,0.98,1089500
PROP-11225,2015,3,2,1953,0.75,6,8.77,0.44,976800
PROP-11226,2128,3,2,2004,0.89,5,2.11,0.81,940000
PROP-11227,2004,4,3,2015,1.11,4,8.61,0.5,1031300
PROP-11228,2726,5,4,2016,2.09,5,3.92,0.88,1171700
PROP-11229,3536,6,5,1956,3.7,3,6.34,0.73,1383900
PROP-11230,1737,3,3,2004,6.79,2,5.85,0.12,773200
PROP-11231,1209,1,1,1980,1.18,4,6.97,0.36,609900
PROP-11232,2042,3,2,2023,0.71,3,7.66,0.6,982000
PROP-11233,3776,6,4,1968,1.67,2,4.97,0.93,1415300
PROP-11234,1577,2,2,1977,7.87,2,8.99,0.19,734800
PROP-11235,3165,5,5,1977,0.2,3,8.29,0.64,1341100
PROP-11236,3190,6,4,1968,3.96,10,8.07,0.37,1445100
PROP-11237,1740,2,2,1969,2.27,6,5.12,0.9,795300
PROP-11238,2469,4,3,1962,0.61,10,1.34,0.79,1030600
PROP-11239,3158,6,5,1992,1.36,9,5.43,0.43,1416100
PROP-11240,1853,3,2,1960,0.89,7,9.09,0.25,960500
PROP-11241,1967,5,3,1997,7.36,2,2.71,0.11,808000
PROP-11242,1721,2,2,1964,2.3,6,9.84,0.66,893700
PROP-11243,1440,3,3,1966,2.9,2,8.27,0.47,708400
PROP-11244,1677,3,3,2003,3.15,8,7.39,0.38,925200
PROP-11245,1304,3,2,1999,3.57,9,7.09,0.99,839400
PROP-11246,2122,4,3,1977,2.4,9,6.28,0.52,1014000
PROP-11247,1599,2,1,1953,0.2,8,7.49,0.77,817100
PROP-11248,2251,4,3,1971,1.43,3,4.8,0.26,950100
PROP-11249,1088,1,1,1988,0.71,6,8.61,0.11,671300
PROP-11250,2315,4,3,1983,3.99,5,7.27,0.48,1032400
PROP-11251,2641,5,4,1993,0.2,6,7.94,0.7,1248000
PROP-11252,804,2,1,1991,2.9,10,8.13,0.56,679700
PROP-11253,2343,5,3,1989,0.83,5,1.83,0.9,969200
PROP-11254,2897,5,3,1961,10.41,9,1.5,0.49,1121900
PROP-11255,1313,2,1,1951,1.43,9,8.21,0.38,708800
PROP-11256,3187,5,4,1977,1.38,3,3.33,0.92,1232700
PROP-11257,2372,4,3,2023,8.99,7,6.24,0.47,1083900
PROP-11258,1641,3,2,2016,1.89,6,4.99,0.34,852400
PROP-11259,2063,4,4,2020,11.53,3,1.2,0.19,781200
PROP-11260,2462,4,4,2021,0.2,5,1.36,0.81,1068200
PROP-11261,2149,4,3,1959,1.28,8,8.44,0.84,1061400
PROP-11262,2450,4,3,2006,3.84,2,6.47,0.13,1031100
PROP-11263,1501,3,2,1986,7.75,10,5.71,0.42,805900
PROP-11264,2210,4,3,2013,1.04,2,9.5,0.77,1106600
PROP-11265,1181,3,2,1989,9.33,6,2.56,0.95,595900
PROP-11266,2027,3,3,2009,3.16,8,3.32,0.44,924500
PROP-11267,1512,2,1,1997,5.65,9,7.81,0.88,894400
PROP-11268,1621,3,2,1968,1.77,3,7.98,0.45,779300
PROP-11269,2903,5,4,2021,0.83,5,4.64,0.26,1247400
PROP-11270,2809,5,4,1982,8.48,3,9.56,0.1,1225200
PROP-11271,2495,4,4,1993,9.47,5,9.44,0.4,1132200
PROP-11272,1389,3,2,1986,2.41,7,1.11,0.44,657300
PROP-11273,1894,4,3,1985,0.2,7,2.55,0.95,905300
PROP-11274,2888,4,3,1970,0.41,3,8.38,0.29,1150300
PROP-11275,2192,4,3,1951,2.98,5,4.02,0.44,905900
PROP-11276,3607,6,4,1980,0.2,5,1.86,0.12,1318300
PROP-11277,2355,4,2,1979,1.77,2,8.06,0.79,1059700
PROP-11278,2224,4,3,1993,1.27,3,5.09,0.92,997800
PROP-11279,1899,3,2,1961,4.39,4,5.43,0.31,805400
PROP-11280,2186,3,2,2000,0.2,6,2.68,0.49,867500
PROP-11281,2000,3,3,1998,2.35,9,6.95,0.21,1031400
PROP-11282,2560,3,3,1973,3.03,7,5.96,0.51,1078700
PROP-11283,2721,5,4,1973,3.36,4,2.86,0.22,1073700
PROP-11284,1589,2,2,2009,1.82,7,4.06,0.57,790600
PROP-11285,1234,3,2,1960,1.27,8,6.37,0.76,722900
PROP-11286,906,1,1,1962,4.02,7,9.32,0.6,616800
PROP-11287,2430,4,4,2021,6.58,7,9.28,0.32,1201900
PROP-11288,1382,2,1,2023,4.14,2,3.59,0.42,579300
PROP-11289,750,1,1,2021,9.41,4,7.62,0.67,508500
PROP-11290,2352,5,4,2013,4.42,8,7.98,0.63,1196800
PROP-11291,3720,5,4,1969,5.06,5,8.28,0.22,1506100
PROP-11292,2096,4,2,2021,0.64,5,6.14,0.86,1031100
PROP-11293,2645,5,3,2022,1.9,8,1.09,0.53,1137600
PROP-11294,2153,3,3,2020,2.32,10,7.86,0.25,1161200
PROP-11295,2035,3,2,1977,1.04,3,1.96,0.21,768000
PROP-11296,2697,6,5,1951,2.63,10,2.05,0.97,1170000
PROP-11297,1911,3,3,1992,1.2,4,6.45,0.35,887400
PROP-11298,2273,3,3,1957,4.07,7,9.85,0.92,1084700
PROP-11299,2309,5,4,1962,2.22,5,3.18,0.47,985700
PROP-11300,1665,3,2,1984,2.15,2,6.81,0.45,746600
PROP-11301,2744,4,3,1972,14.4,10,3.73,0.73,1174500
PROP-11302,1986,3,3,1995,1.74,7,9.09,0.11,1003800
PROP-11303,1608,2,2,1964,1.57,9,6.34,0.4,860700
PROP-11304,2448,5,4,1951,1.34,3,2.87,0.37,977800
PROP-11305,1515,3,3,2010,7.88,8,3.36,0.88,815600
PROP-11306,2118,4,3,2013,2.4,7,4.89,0.58,1057800
PROP-11307,2094,4,3,2001,3.21,3,2.1,0.43,841900
PROP-11308,2805,6,4,1985,0.7,3,1.71,0.34,1079800
PROP-11309,2408,4,3,2016,2.73,5,7.12,0.63,1126000
PROP-11310,2083,3,2,2018,1.12,5,4.66,0.24,940200
PROP-11311,2631,5,4,2016,4.59,4,7.54,0.32,1144100
PROP-11312,3003,6,4,1996,6.25,9,1.99,0.36,1233200
PROP-11313,2462,3,2,1951,4.39,8,6.49,0.65,1074300
PROP-11314,2106,3,2,1993,4.59,3,4.99,0.44,857900
PROP-11315,1247,2,1,2013,2.51,4,1.52,0.56,612100
PROP-11316,1407,2,1,1977,4.36,10,5.9,0.69,778600
PROP-11317,1901,3,2,2003,1.92,6,1.75,0.96,846300
PROP-11318,1703,4,3,2023,3.69,3,8.45,0.79,969000
PROP-11319,1978,5,4,2016,1.05,4,6.69,0.46,1011800
PROP-11320,2136,4,3,1985,0.25,9,6.01,0.77,1108200
PROP-11321,2444,4,3,2012,1.87,5,2.2,0.95,1040400
PROP-11322,2054,2,2,1974,2.17,3,3.59,0.55,811700
PROP-11323,2416,4,3,1997,1.04,3,5.44,0.47,1001700
PROP-11324,2141,4,3,1988,4.55,7,6.7,0.17,1036700
PROP-11325,815,2,1,1996,0.27,9,2.65,0.9,549100
PROP-11326,1489,2,1,1970,0.88,8,1.08,0.32,632600
PROP-11327,2006,3,2,1979,4.83,5,4.1,0.16,854800
PROP-11328,1313,2,2,1980,2.01,3,5.35,0.58,631900
PROP-11329,2489,5,3,1975,4.28,10,2.66,0.86,1103900
PROP-11330,3094,6,4,1971,2.93,5,5.43,0.47,1260500
PROP-11331,2892,4,3,1970,10.54,10,4.05,0.8,1189100
PROP-11332,1961,4,3,1950,3.19,6,5.1,0.85,889600
PROP-11333,3068,5,4,1986,0.2,8,4.13,0.51,1268500
PROP-11334,2196,4,3,1995,1.52,6,6.66,0.63,1061900
PROP-11335,1880,2,1,1958,0.54,3,1.39,0.58,678900
PROP-11336,1701,2,1,1966,9.05,7,2.54,0.95,685900
PROP-11337,1903,3,2,1996,0.38,8,4.89,0.75,923400
PROP-11338,1847,3,2,2008,1.72,7,4.21,0.93,923700
PROP-11339,2210,5,4,2003,0.9,4,4.52,0.3,992700
PROP-11340,2204,4,3,1961,6.56,9,8.23,0.38,1069700
PROP-11341,2101,3,2,2013,1.29,4,8.98,0.16,983800
PROP-11342,2384,3,2,1955,16.85,6,3.24,0.55,859600
PROP-11343,2873,6,4,2002,0.2,10,8.53,0.89,1410800
PROP-11344,2717,4,3,1965,0.48,6,5.13,0.39,1100100
PROP-11345,1134,3,3,1954,0.89,8,3.46,0.22,611200
PROP-11346,750,1,1,2022,5.83,8,9.87,0.16,680800
PROP-11347,2707,5,3,1995,7.38,6,8.42,0.5,1183100
PROP-11348,1211,2,1,1963,0.26,3,9.95,0.25,680200
PROP-11349,1953,3,2,1993,0.2,6,2.51,0.41,831700
PROP-11350,1339,2,2,2012,4.78,8,2.29,0.84,737500
PROP-11351,928,1,1,2001,0.5,8,5.53,0.45,636200
PROP-11352,2451,4,3,1975,0.5,5,6.75,0.65,1054300
PROP-11353,2593,4,3,2002,0.2,2,2.54,0.55,985200
PROP-11354,1725,3,2,1978,0.2,7,8.74,0.75,937900
PROP-11355,750,1,1,1968,1.07,4,5.79,0.24,435500
PROP-11356,1744,3,2,1996,0.24,6,4.7,0.93,880800
PROP-11357,2354,3,2,1957,1.61,5,6.42,0.68,992200
PROP-11358,1138,2,1,1972,6.26,3,6.71,0.34,558400
PROP-11359,2219,3,2,1984,1.38,8,1.39,0.21,920200
PROP-11360,2090,3,2,2002,4.55,6,10.0,0.23,1009000
PROP-11361,2476,3,2,2007,0.35,8,4.28,0.8,1089200
PROP-11362,2177,3,2,1954,3.77,10,1.55,0.63,902100
PROP-11363,1467,2,1,1965,1.33,5,8.67,0.44,753100
PROP-11364,2877,4,3,1966,4.85,6,9.94,0.4,1179900
PROP-11365,1996,4,2,1981,0.51,10,8.35,0.87,1089800
PROP-11366,2082,3,3,2001,7.99,5,8.67,0.89,1033900
PROP-11367,1493,3,2,1969,0.97,6,6.63,0.62,759200
PROP-11368,1811,3,2,2015,1.52,6,9.3,0.57,933500
PROP-11369,1524,3,3,1950,10.5,9,1.32,0.83,668600
PROP-11370,1987,3,2,2007,3.02,5,7.9,0.77,973300
PROP-11371,3212,5,3,1993,1.59,5,7.04,0.46,1325700
PROP-11372,1208,3,2,1955,10.46,8,1.45,0.17,487400
PROP-11373,1051,3,2,1999,1.4,6,5.9,0.79,690000
PROP-11374,3056,4,3,2021,0.35,7,5.64,0.25,1327600
PROP-11375,1963,3,3,1969,20.0,7,7.22,0.11,885600
PROP-11376,1665,3,3,1963,1.09,7,1.7,0.86,787900
PROP-11377,2775,4,2,1954,6.67,6,8.25,0.62,1123400
PROP-11378,1706,3,2,1990,0.63,6,2.25,0.9,800300
PROP-11379,3286,5,4,1989,4.6,10,4.77,0.54,1368600
PROP-11380,2540,6,4,1983,2.6,9,8.93,0.93,1319000
PROP-11381,1782,4,3,1994,13.85,5,6.04,0.42,814900
PROP-11382,3502,6,4,2020,2.82,8,4.42,0.75,1486500
PROP-11383,1706,3,3,2020,0.2,9,1.43,0.37,887100
PROP-11384,2582,5,4,1976,3.24,10,7.05,0.1,1243600
PROP-11385,2294,3,2,1993,0.55,6,9.88,0.44,1086300
PROP-11386,2946,4,4,1982,5.61,4,9.21,0.76,1248800
PROP-11387,3114,5,3,1982,6.8,5,7.46,0.24,1284000
PROP-11388,2120,4,2,1993,2.3,7,1.95,0.55,933400
PROP-11389,1610,3,1,1969,5.35,6,3.15,0.29,687900
PROP-11390,2398,3,2,1985,0.55,10,2.68,0.17,1003200
PROP-11391,1659,2,2,1956,2.37,4,4.2,0.66,702600
PROP-11392,3408,6,5,1981,1.75,3,3.12,0.96,1330500
PROP-11393,2188,4,3,2016,3.31,7,3.2,0.38,984600
PROP-11394,1862,4,2,1988,0.2,8,6.55,0.62,940100
PROP-11395,2220,3,3,1973,4.88,6,3.87,0.96,972900
PROP-11396,1224,2,2,2019,0.29,2,7.09,0.69,746400
PROP-11397,1468,3,3,2003,3.74,4,9.53,0.71,901100
PROP-11398,2880,6,4,1987,0.2,4,6.75,0.26,1183300
PROP-11399,1673,3,2,2023,6.24,5,7.76,0.54,910400
PROP-11400,1419,3,2,1981,0.67,7,7.76,0.43,830500
PROP-11401,2448,4,3,1994,2.54,6,3.98,0.52,1027300
PROP-11402,2870,5,4,2010,1.06,2,1.13,0.82,1048800
PROP-11403,2567,4,3,2019,4.49,7,1.5,0.51,1053500
PROP-11404,2747,5,3,2002,1.36,10,3.54,0.16,1211700
PROP-11405,1608,1,1,2000,4.51,2,7.21,0.91,713300
PROP-11406,1175,2,1,2005,1.17,9,9.16,0.59,844900
PROP-11407,3075,5,4,1976,4.89,9,9.63,0.93,1462400
PROP-11408,1890,3,2,1987,0.2,4,1.23,0.62,766800
PROP-11409,1936,4,3,2011,1.17,10,9.91,0.16,1090700
PROP-11410,2963,5,4,1967,2.42,9,3.9,0.6,1242200
PROP-11411,2461,4,3,2013,0.2,4,8.59,0.62,1177900
PROP-11412,2396,5,3,1979,0.72,6,2.62,0.29,1007800
PROP-11413,3507,5,4,1998,9.54,4,1.57,0.52,1239200
PROP-11414,1681,2,1,1990,13.18,6,4.41,0.51,698400
PROP-11415,2703,4,3,1962,4.71,10,8.73,0.66,1241100
PROP-11416,2137,4,3,1983,1.02,5,2.99,0.33,892900
PROP-11417,2274,4,2,1974,1.06,7,2.39,0.62,927800
PROP-11418,3093,4,3,2015,3.63,4,9.19,0.32,1307900
PROP-11419,2430,4,3,1967,0.44,4,9.45,0.5,1106700
PROP-11420,2449,4,3,1954,10.37,6,1.11,0.21,878900
PROP-11421,2797,5,3,1968,0.89,9,7.55,0.13,1282000
PROP-11422,1862,3,3,1991,20.0,9,3.78,0.39,781300
PROP-11423,1554,3,2,1967,2.4,4,4.37,0.35,720800
PROP-11424,1420,1,1,1981,5.17,9,5.22,0.47,702300
PROP-11425,821,2,2,1970,0.2,9,4.84,0.97,659300
PROP-11426,3436,6,5,1959,7.69,4,5.63,0.57,1351900
PROP-11427,1382,3,2,1986,1.1,3,6.24,0.6,722700
PROP-11428,1956,4,3,1998,3.86,3,5.19,0.95,896600
PROP-11429,1920,4,2,1962,5.75,10,7.31,0.93,1043000
PROP-11430,2299,4,3,2004,0.63,8,7.47,0.9,1158700
PROP-11431,2630,5,4,1966,2.05,7,4.96,0.19,1164800
PROP-11432,2659,5,4,1958,2.38,8,2.28,0.67,1084900
PROP-11433,1720,3,2,1993,1.31,9,6.77,0.83,960000
PROP-11434,1991,5,4,1995,2.3,2,7.96,0.85,1040900
PROP-11435,2283,4,3,1957,1.34,9,6.74,0.62,1062100
PROP-11436,1938,4,3,1986,1.57,4,6.29,0.12,909400
PROP-11437,3144,4,3,1968,3.87,4,3.06,0.98,1146400
PROP-11438,2419,3,2,2012,3.5,7,6.81,0.52,1112600
PROP-11439,2577,4,3,1995,0.93,5,4.01,0.45,1115200
PROP-11440,2530,4,3,2020,7.97,5,9.28,0.46,1156600
PROP-11441,2862,4,3,1975,6.95,5,6.88,0.48,1170700
PROP-11442,2217,4,3,1995,2.49,10,3.5,0.32,1011100
PROP-11443,1257,3,2,1995,1.99,9,5.26,0.39,752600
PROP-11444,2359,4,3,1963,1.66,4,8.62,0.99,1097600
PROP-11445,1676,2,1,2012,4.3,2,4.02,0.43,684700
PROP-11446,1756,3,2,2021,3.9,2,5.73,0.57,850800
PROP-11447,2481,4,4,1952,0.76,2,7.12,0.86,1063300
PROP-11448,2904,5,4,1977,3.9,5,7.79,0.57,1224500
PROP-11449,2113,3,2,1978,1.02,7,2.57,0.39,886900
PROP-11450,2300,4,3,1967,0.2,5,6.09,0.57,1051800
PROP-11451,3206,5,4,1984,4.2,4,9.21,0.2,1362200
PROP-11452,2256,4,4,1996,3.62,9,9.72,0.22,1194300
PROP-11453,3791,6,4,1954,1.85,9,6.91,0.72,1552800
PROP-11454,2467,2,2,2008,2.61,7,9.85,0.93,1188400
PROP-11455,955,3,3,2008,10.29,10,6.14,0.75,727100
PROP-11456,2589,5,3,1996,3.17,2,4.98,0.17,972900
PROP-11457,2347,4,3,1962,3.75,9,5.96,0.46,1082000
PROP-11458,2938,5,3,1982,0.23,7,2.04,0.1,1169400
PROP-11459,2537,4,3,2011,0.64,2,4.62,0.56,1024100
PROP-11460,2010,4,3,1965,1.25,5,5.13,0.27,896300
PROP-11461,1304,3,3,1993,2.71,6,8.64,0.88,843300
PROP-11462,1964,3,3,2007,5.25,8,7.83,0.19,1030400
PROP-11463,1547,3,2,1955,1.36,9,6.41,0.1,806700
PROP-11464,1722,3,1,1964,1.54,10,4.13,0.51,838600
PROP-11465,2482,3,2,1953,1.04,7,2.68,0.24,919000
PROP-11466,3185,5,4,2005,1.03,10,4.13,0.76,1368100
PROP-11467,2356,4,3,2013,10.41,5,7.12,0.93,1091900
PROP-11468,1322,2,1,2017,3.53,9,3.37,0.14,694100
PROP-11469,2388,4,3,1983,0.59,4,4.84,0.46,964900
PROP-11470,2877,5,4,2005,4.48,5,4.48,1.0,1229600
PROP-11471,1703,3,2,1981,4.48,5,7.89,0.76,828600
PROP-11472,2012,3,2,1958,3.84,7,8.95,0.96,1060200
PROP-11473,2109,3,2,2012,0.51,10,7.29,0.25,1027400
PROP-11474,1589,2,1,2021,1.83,7,4.07,0.3,776400
PROP-11475,2521,3,3,1982,0.4,2,4.9,0.24,954000
PROP-11476,2021,4,3,1970,5.94,6,2.29,0.37,855700
PROP-11477,2372,3,2,2004,3.73,10,2.51,0.75,1029100
PROP-11478,1523,3,2,2006,2.48,6,2.48,0.25,739600
PROP-11479,1815,4,3,1951,1.47,7,2.18,0.57,815900
PROP-11480,2569,4,4,1962,0.71,4,2.62,0.34,966000
PROP-11481,1857,2,2,1953,0.39,9,2.82,0.85,809600
PROP-11482,3222,5,4,1999,12.19,5,2.01,0.11,1167700
PROP-11483,1840,3,2,1997,0.78,5,6.76,0.3,885100
PROP-11484,2246,3,1,1979,0.22,6,9.91,0.64,1063400
PROP-11485,2706,4,3,1978,11.42,10,8.91,0.19,1250500
PROP-11486,1178,3,2,1957,2.79,9,1.41,0.52,603800
PROP-11487,955,2,2,1961,5.58,8,4.81,0.49,559700
PROP-11488,1108,1,1,1990,0.2,6,8.73,0.87,692200
PROP-11489,2920,4,3,1975,2.93,10,2.21,0.66,1166800
PROP-11490,1741,3,2,1999,1.78,10,8.63,0.68,1017200
PROP-11491,3762,6,5,1951,5.17,3,6.33,0.96,1439600
PROP-11492,1733,3,2,2004,0.2,5,9.38,0.98,1013400
PROP-11493,2219,3,3,2005,1.8,9,8.88,0.69,1160400
PROP-11494,3102,5,4,1963,5.62,2,7.09,0.57,1222400
PROP-11495,3403,6,4,1955,2.59,6,6.92,0.65,1347500
PROP-11496,3439,6,4,2010,2.8,9,2.92,0.44,1382700
PROP-11497,2885,5,3,1961,0.36,3,2.05,0.99,1044100
PROP-11498,2765,4,2,1962,0.5,3,4.74,0.73,1041600
PROP-11499,2485,4,4,1968,3.96,9,2.68,0.36,1017000
PROP-11500,2605,5,4,1993,3.93,10,1.92,0.15,1094300
PROP-11501,1741,3,2,2008,13.54,8,3.72,0.14,805400
PROP-11502,1568,3,2,1986,4.36,9,8.74,0.28,878500
PROP-11503,2097,4,2,1974,2.38,6,1.15,0.31,821800
PROP-11504,1989,3,2,1965,6.82,2,3.63,0.47,756300
PROP-11505,1805,2,2,1987,0.39,5,4.82,0.29,828400
PROP-11506,2552,4,3,1992,2.09,3,5.6,0.67,1071400
PROP-11507,2720,4,2,1963,1.18,4,2.63,0.29,996900
PROP-11508,2157,4,3,1955,0.39,4,9.68,0.27,1039100
PROP-11509,3060,5,4,1972,5.05,10,6.21,0.52,1350300
PROP-11510,1357,3,2,2009,2.5,5,5.7,0.9,785700
PROP-11511,1974,3,3,1961,2.85,3,1.08,0.52,677800
PROP-11512,1634,4,3,1962,1.85,4,5.37,0.47,773500
PROP-11513,886,1,1,1955,2.16,4,8.54,0.62,551600
PROP-11514,2046,4,3,2012,0.43,8,2.98,0.33,962800
PROP-11515,2020,4,2,1987,3.91,9,4.16,0.42,944200
PROP-11516,3083,5,4,1999,1.98,7,1.19,0.29,1197500
PROP-11517,2510,4,3,2001,5.94,5,9.79,0.61,1199400
PROP-11518,1434,3,2,1989,0.76,7,1.6,0.73,681800
PROP-11519,3305,4,2,1957,0.8,2,9.08,0.71,1278600
PROP-11520,2893,5,3,2010,3.63,9,3.82,0.33,1275300
PROP-11521,2478,3,2,1957,6.55,2,6.29,0.8,981300
PROP-11522,1952,3,3,1983,2.24,6,7.11,0.33,948500
PROP-11523,1476,3,2,2009,4.54,3,2.27,0.24,620000
PROP-11524,1858,3,2,2006,20.0,7,4.99,0.41,773800
PROP-11525,2807,4,3,1995,16.21,10,3.93,0.64,1156900
PROP-11526,3324,5,4,1971,4.77,6,1.51,0.23,1228700
PROP-11527,3103,6,5,1989,4.71,5,8.5,0.68,1365000
PROP-11528,1782,2,1,1994,1.0,3,1.41,0.88,690800
PROP-11529,1372,2,1,2004,6.28,4,6.88,0.36,681300
PROP-11530,2191,5,4,2000,1.82,7,3.83,0.51,990100
PROP-11531,950,3,2,1954,11.45,9,2.73,0.31,516700
PROP-11532,2310,4,4,1962,0.3,9,7.0,0.43,1132100
PROP-11533,2004,3,2,1977,2.0,6,6.17,0.12,903000
PROP-11534,1797,4,3,2011,2.84,6,3.84,0.96,937300
PROP-11535,1063,3,3,1973,1.82,4,5.62,0.47,612000
PROP-11536,2433,4,3,1956,0.83,8,3.22,0.81,1022400
PROP-11537,1753,2,1,1987,3.15,7,8.77,0.23,938100
PROP-11538,1339,2,1,1986,4.94,2,3.82,0.83,545700
PROP-11539,750,1,1,2017,3.62,5,3.21,0.87,465800
PROP-11540,2082,4,4,1991,0.94,7,7.77,0.74,1094700
PROP-11541,3251,6,5,1954,4.6,7,1.16,0.91,1281300
PROP-11542,3179,6,5,2013,1.04,4,3.41,0.25,1313500
PROP-11543,1802,2,1,1999,0.67,7,4.38,0.53,805300
PROP-11544,1708,4,3,1964,4.11,7,8.94,0.66,977500
PROP-11545,2404,4,2,2022,6.48,10,9.55,0.64,1248000
PROP-11546,1451,3,3,2002,2.3,10,7.45,0.87,910800
PROP-11547,2296,5,4,1974,2.65,3,5.43,0.29,965700
PROP-11548,2597,4,3,1958,1.26,5,6.77,0.26,1087100
PROP-11549,2897,5,4,1987,2.39,10,4.73,0.33,1334000
PROP-11550,2034,3,2,1971,0.5,5,3.69,0.9,869800
PROP-11551,1967,2,2,1998,10.92,9,9.56,0.95,1085000
PROP-11552,1529,3,2,2017,5.64,4,2.04,0.61,706500
PROP-11553,1562,4,3,1964,3.86,4,4.12,0.55,690900
PROP-11554,1952,2,1,2014,2.7,10,9.09,0.64,1089400
PROP-11555,2338,4,2,2003,5.5,9,7.51,0.65,1109400
PROP-11556,2693,5,4,1979,2.39,2,1.26,0.25,967200
PROP-11557,1577,3,3,1969,1.25,3,1.21,0.72,656100
PROP-11558,3070,5,4,1982,0.61,4,5.65,0.51,1252100
PROP-11559,1923,2,2,1956,3.65,3,5.36,0.57,797800
PROP-11560,2086,4,3,1957,9.28,4,4.99,0.13,850900
PROP-11561,1614,2,1,1977,0.58,9,3.72,0.79,781600
PROP-11562,750,1,1,1994,0.69,7,9.88,0.85,704500
PROP-11563,2674,5,4,2022,1.99,8,3.45,0.66,1197800
PROP-11564,2578,5,4,2023,5.76,7,5.41,0.77,1176000
PROP-11565,1917,3,3,1960,1.22,2,4.64,0.57,802900
PROP-11566,2143,4,3,1980,1.03,4,2.53,0.66,883400
PROP-11567,2435,5,4,1961,3.39,2,2.82,0.46,937300
PROP-11568,1084,2,2,2000,2.68,10,9.26,0.81,846600
PROP-11569,1756,3,2,1993,0.22,10,8.72,0.52,1003300
PROP-11570,2616,4,3,1999,0.3,6,2.79,0.71,1133300
PROP-11571,1284,3,2,1966,3.61,5,8.88,0.66,754900
PROP-11572,2290,4,3,1984,2.19,10,2.88,0.73,1032900
PROP-11573,1218,2,1,1950,12.39,10,6.64,0.81,691800
PROP-11574,2403,3,2,1978,3.97,4,1.73,0.56,878200
PROP-11575,2076,4,2,2000,0.2,6,8.92,0.83,1070600
PROP-11576,1050,1,1,2013,2.3,4,1.46,0.55,464400
PROP-11577,2857,4,3,1953,1.87,3,5.99,0.96,1101300
PROP-11578,1622,2,1,1977,0.39,2,8.02,0.78,790900
PROP-11579,1573,2,2,1965,8.98,3,2.05,0.25,539600
PROP-11580,2230,5,5,2012,5.72,9,4.64,0.85,1130600
PROP-11581,2846,6,5,2002,0.92,9,1.38,0.6,1249400
PROP-11582,1439,4,4,1966,1.03,4,7.14,0.99,852700
PROP-11583,2140,3,2,1989,0.2,8,3.77,0.75,954300
PROP-11584,2378,4,3,1962,1.23,8,6.03,0.18,1080500
PROP-11585,2550,3,2,2001,3.07,3,9.39,0.46,1111400
PROP-11586,2214,3,2,2007,1.91,10,3.75,0.57,973900
PROP-11587,1861,3,1,1986,12.19,4,1.44,0.86,686800
PROP-11588,1562,3,3,2010,0.2,3,7.08,0.76,839900
PROP-11589,2155,3,3,1983,3.13,4,8.08,0.43,999800
PROP-11590,1403,3,2,2019,6.84,3,9.62,0.69,797700
PROP-11591,750,2,1,1966,2.29,9,2.42,0.62,469500
PROP-11592,2383,5,3,1969,0.2,6,4.53,0.21,1050300
PROP-11593,2687,4,3,2022,0.97,4,8.6,0.31,1208300
PROP-11594,750,2,2,2008,1.37,6,8.26,0.41,588300
PROP-11595,1443,3,2,2018,11.83,9,6.62,0.28,831100
PROP-11596,2502,4,3,1982,8.5,8,3.42,0.24,1049200
PROP-11597,3437,6,4,1966,10.43,7,3.56,0.15,1316200
PROP-11598,2113,4,3,2006,6.12,2,2.12,0.89,832800
PROP-11599,1626,3,2,1950,1.52,2,9.3,0.36,776800
PROP-11600,1981,3,2,1962,8.27,2,2.56,0.36,711800
PROP-11601,2993,5,4,1976,14.0,9,6.16,0.29,1280200
PROP-11602,1680,4,3,2019,1.51,9,6.26,0.53,985000
PROP-11603,1580,3,3,2008,1.06,8,4.33,0.56,874700
PROP-11604,1786,3,2,1955,2.77,7,4.17,0.29,767400
PROP-11605,1480,2,2,1972,0.73,5,7.02,0.65,706000
PROP-11606,2179,3,2,1959,0.2,2,4.49,0.75,876900
PROP-11607,3156,6,4,2000,10.2,10,3.3,0.44,1295100
PROP-11608,2310,3,3,1968,9.1,2,4.59,0.63,872700
PROP-11609,1935,3,2,2000,0.62,5,8.27,0.55,985400
PROP-11610,1910,3,3,2017,1.83,4,9.7,0.28,1000000
PROP-11611,1083,2,2,1991,6.22,8,6.72,0.76,719500
PROP-11612,2674,4,3,2006,3.79,6,8.04,0.82,1288100
PROP-11613,2049,4,3,2017,1.76,6,5.8,0.68,1027800
PROP-11614,1982,4,3,1987,4.77,5,6.62,0.39,916100
PROP-11615,4175,6,3,2011,7.96,2,9.89,0.93,1605400
