applicant_id,age,gender,annual_income,credit_score,debt_to_income_ratio,employment_years,open_credit_lines,delinquencies_2yr,loan_amount,loan_purpose,default_status
APP-22303,36,Male,118121,701,0.575,3.1,6,0,24313,Debt Consolidation,0
APP-22304,34,Female,70347,773,0.348,4.5,6,2,11532,Debt Consolidation,0
APP-22305,68,Male,53434,655,0.251,9.3,4,0,18338,Small Business,1
APP-22306,25,Female,38576,570,0.368,8.4,8,1,16027,Small Business,1
APP-22307,61,Male,40084,678,0.218,5.4,6,0,21004,Debt Consolidation,0
APP-22308,46,Female,62105,661,0.323,8.4,5,1,19888,Debt Consolidation,1
APP-22309,48,Male,78066,532,0.368,4.3,7,0,17665,Debt Consolidation,1
APP-22310,22,Female,35368,596,0.386,0.0,4,0,20725,Small Business,1
APP-22311,70,Female,31458,588,0.169,0.2,8,0,13185,Major Purchase,1
APP-22312,26,Female,43581,617,0.65,19.5,13,3,13811,Home Improvement,1
APP-22313,29,Male,105503,647,0.462,0.8,6,0,5473,Credit Card Refinance,1
APP-22314,53,Male,25102,649,0.564,2.6,3,0,23625,Home Improvement,1
APP-22315,61,Female,91891,619,0.289,13.6,10,0,16935,Small Business,1
APP-22316,45,Male,50174,588,0.35,1.1,3,1,9361,Major Purchase,1
APP-22317,68,Male,19751,694,0.324,9.3,7,1,11683,Small Business,1
APP-22318,33,Female,38028,677,0.254,8.5,4,0,31201,Debt Consolidation,0
APP-22319,29,Female,68549,679,0.411,21.5,9,2,15920,Credit Card Refinance,1
APP-22320,33,Male,132058,785,0.214,1.7,5,0,21371,Home Improvement,0
APP-22321,51,Male,23622,680,0.404,1.9,6,1,13900,Small Business,1
APP-22322,61,Male,18000,646,0.26,11.7,10,2,8812,Major Purchase,1
APP-22323,31,Female,23854,663,0.368,1.3,8,0,18324,Debt Consolidation,1
APP-22324,24,Female,91283,676,0.495,4.0,4,0,26808,Major Purchase,1
APP-22325,54,Female,18277,710,0.304,6.1,7,0,29801,Credit Card Refinance,1
APP-22326,58,Female,111690,667,0.414,1.6,8,1,28893,Major Purchase,1
APP-22327,66,Male,95620,543,0.259,13.9,9,0,23231,Major Purchase,1
APP-22328,24,Male,54451,641,0.178,5.5,10,0,22519,Debt Consolidation,1
APP-22329,58,Male,34734,670,0.519,0.2,7,0,10704,Major Purchase,1
APP-22330,39,Male,50533,754,0.41,0.7,4,0,18627,Debt Consolidation,0
APP-22331,26,Female,68603,618,0.304,1.1,5,1,26013,Credit Card Refinance,1
APP-22332,54,Female,63080,563,0.404,1.4,4,0,29493,Small Business,1
APP-22333,38,Male,127620,674,0.198,6.6,7,0,17460,Debt Consolidation,1
APP-22334,33,Male,42486,726,0.373,0.5,11,2,14693,Small Business,1
APP-22335,61,Female,23969,644,0.346,2.2,7,0,10648,Home Improvement,0
APP-22336,43,Female,21752,824,0.398,12.1,4,0,17993,Major Purchase,0
APP-22337,39,Male,19486,809,0.517,4.1,11,1,27410,Small Business,1
APP-22338,65,Female,54608,665,0.494,1.5,9,0,14099,Major Purchase,1
APP-22339,31,Female,43092,682,0.153,15.7,4,0,23352,Debt Consolidation,1
APP-22340,21,Male,49909,758,0.081,1.4,8,0,27334,Major Purchase,0
APP-22341,44,Female,36483,664,0.349,11.8,7,2,14814,Credit Card Refinance,1
APP-22342,27,Male,26619,617,0.34,6.5,6,0,16618,Small Business,1
APP-22343,45,Female,68726,727,0.184,6.7,9,0,28193,Major Purchase,0
APP-22344,41,Female,18000,700,0.205,7.2,9,1,20975,Small Business,1
APP-22345,35,Female,31543,617,0.228,3.5,8,0,31044,Small Business,0
APP-22346,21,Female,75551,688,0.48,8.4,7,0,18481,Credit Card Refinance,1
APP-22347,32,Male,29867,659,0.263,9.0,6,0,27400,Debt Consolidation,1
APP-22348,27,Female,60804,644,0.14,2.2,9,3,8897,Major Purchase,1
APP-22349,35,Female,31566,618,0.312,2.6,13,0,24315,Home Improvement,0
APP-22350,41,Female,38150,677,0.32,11.0,6,0,14978,Small Business,0
APP-22351,39,Female,67252,652,0.196,3.7,9,1,7829,Debt Consolidation,1
APP-22352,49,Female,24274,688,0.391,10.1,6,0,14355,Home Improvement,1
APP-22353,45,Female,73858,723,0.456,4.9,7,0,16935,Small Business,0
APP-22354,53,Male,50274,685,0.277,4.5,6,0,22699,Home Improvement,1
APP-22355,69,Female,97835,686,0.14,0.2,7,0,17248,Major Purchase,0
APP-22356,52,Female,54966,634,0.287,1.6,6,0,2932,Major Purchase,0
APP-22357,69,Female,27222,746,0.356,3.5,4,0,15481,Small Business,0
APP-22358,55,Female,126803,614,0.061,4.4,10,0,18066,Small Business,0
APP-22359,64,Male,28502,565,0.378,5.0,12,0,23241,Major Purchase,1
APP-22360,58,Male,43263,600,0.275,6.3,4,3,25509,Debt Consolidation,1
APP-22361,46,Female,82998,737,0.325,5.3,3,0,12350,Home Improvement,1
APP-22362,31,Female,18000,699,0.285,9.4,6,0,12193,Small Business,1
APP-22363,55,Male,108208,755,0.23,1.8,7,0,11637,Small Business,0
APP-22364,28,Female,26030,584,0.307,5.1,4,0,10231,Credit Card Refinance,1
APP-22365,66,Male,38167,820,0.259,0.3,8,0,5031,Home Improvement,0
APP-22366,34,Female,57461,651,0.277,3.3,9,0,21872,Major Purchase,0
APP-22367,30,Male,47909,555,0.214,1.6,8,3,38995,Small Business,1
APP-22368,22,Male,75663,812,0.384,2.4,14,0,24950,Small Business,1
APP-22369,66,Male,20323,584,0.468,2.2,7,0,25800,Major Purchase,1
APP-22370,29,Male,73137,644,0.215,0.3,4,0,21696,Home Improvement,1
APP-22371,23,Male,76418,656,0.306,3.1,8,0,7221,Debt Consolidation,1
APP-22372,41,Male,86342,698,0.189,26.1,11,0,15528,Major Purchase,0
APP-22373,46,Male,20448,618,0.367,1.8,6,0,23579,Debt Consolidation,1
APP-22374,28,Female,21852,737,0.347,6.7,8,2,7789,Small Business,1
APP-22375,68,Female,40606,718,0.251,4.0,8,1,14142,Debt Consolidation,1
APP-22376,22,Male,23191,671,0.31,2.0,6,2,7525,Debt Consolidation,1
APP-22377,26,Female,18175,756,0.424,0.5,7,0,14022,Major Purchase,0
APP-22378,48,Male,39655,665,0.127,1.2,4,0,33882,Small Business,1
APP-22379,49,Female,55756,652,0.165,7.6,6,0,30981,Home Improvement,1
APP-22380,46,Female,228533,799,0.39,1.6,4,0,19299,Credit Card Refinance,0
APP-22381,45,Male,66288,689,0.327,0.8,8,0,30506,Debt Consolidation,1
APP-22382,32,Male,128508,605,0.312,2.0,10,1,23365,Small Business,1
APP-22383,25,Male,47844,614,0.433,4.4,8,0,15981,Credit Card Refinance,1
APP-22384,54,Male,66686,671,0.405,6.1,14,0,8130,Home Improvement,0
APP-22385,68,Female,45234,514,0.526,2.4,7,0,15201,Credit Card Refinance,1
APP-22386,57,Male,214425,628,0.427,3.4,12,1,15694,Home Improvement,0
APP-22387,35,Male,33621,663,0.383,3.0,6,0,14864,Credit Card Refinance,1
APP-22388,64,Male,36225,659,0.314,0.0,8,0,17095,Home Improvement,1
APP-22389,56,Male,75970,588,0.303,2.5,6,0,9677,Debt Consolidation,1
APP-22390,35,Female,54946,640,0.32,4.4,6,0,7649,Credit Card Refinance,0
APP-22391,63,Male,38820,746,0.347,4.2,8,2,7151,Home Improvement,1
APP-22392,68,Female,83133,733,0.175,6.9,4,0,21563,Small Business,1
APP-22393,43,Male,47923,676,0.352,5.5,7,1,10346,Major Purchase,1
APP-22394,26,Male,47738,665,0.291,1.6,3,0,19688,Credit Card Refinance,1
APP-22395,66,Female,55649,659,0.363,1.5,6,0,18377,Credit Card Refinance,0
APP-22396,70,Male,18887,685,0.251,3.1,7,0,20762,Credit Card Refinance,1
APP-22397,64,Female,20408,676,0.241,6.6,10,0,15251,Credit Card Refinance,0
APP-22398,63,Female,89124,691,0.348,0.5,6,0,9247,Major Purchase,1
APP-22399,65,Male,33781,702,0.377,14.8,6,0,31855,Credit Card Refinance,1
APP-22400,41,Male,45564,591,0.248,3.9,9,0,12389,Debt Consolidation,1
APP-22401,43,Male,118995,649,0.478,1.8,5,0,33473,Debt Consolidation,1
APP-22402,63,Male,46708,682,0.477,5.9,11,0,7290,Small Business,0
APP-22403,36,Male,43671,607,0.13,0.2,8,0,9888,Major Purchase,1
APP-22404,67,Male,80245,626,0.227,3.3,5,0,3639,Small Business,0
APP-22405,35,Male,35275,655,0.334,3.3,3,0,18664,Debt Consolidation,1
APP-22406,45,Female,94997,659,0.364,0.9,3,0,23209,Credit Card Refinance,1
APP-22407,56,Female,79344,684,0.576,9.1,9,1,6202,Credit Card Refinance,1
APP-22408,31,Female,134145,614,0.337,8.0,11,0,18237,Home Improvement,1
APP-22409,71,Male,33533,732,0.306,0.8,11,1,14707,Major Purchase,1
APP-22410,35,Male,103967,658,0.183,2.3,3,0,2000,Home Improvement,0
APP-22411,24,Female,66486,679,0.13,0.5,7,0,17174,Major Purchase,0
APP-22412,41,Female,23648,645,0.304,9.4,6,0,25363,Major Purchase,1
APP-22413,33,Female,18000,685,0.567,2.0,10,0,29723,Credit Card Refinance,1
APP-22414,42,Male,31605,778,0.295,2.9,6,2,4655,Credit Card Refinance,0
APP-22415,39,Female,57571,645,0.227,2.0,9,0,26177,Small Business,1
APP-22416,54,Female,62351,634,0.374,1.9,4,0,24408,Debt Consolidation,0
APP-22417,34,Male,47453,616,0.079,6.9,10,0,15033,Debt Consolidation,1
APP-22418,24,Male,47687,666,0.33,6.9,4,1,4232,Credit Card Refinance,0
APP-22419,68,Male,45738,665,0.419,3.6,9,0,20657,Debt Consolidation,1
APP-22420,66,Male,86436,673,0.206,5.4,9,1,4414,Major Purchase,1
APP-22421,47,Male,22248,700,0.484,3.6,4,0,20517,Debt Consolidation,0
APP-22422,49,Female,56815,692,0.399,0.1,4,0,13292,Small Business,0
APP-22423,67,Female,31178,668,0.485,0.3,9,0,11198,Debt Consolidation,1
APP-22424,48,Male,29774,796,0.155,2.4,13,0,20265,Debt Consolidation,0
APP-22425,55,Male,93613,714,0.298,6.9,8,0,36438,Small Business,1
APP-22426,28,Male,28544,599,0.431,12.2,8,0,29669,Small Business,0
APP-22427,36,Female,45399,569,0.14,0.2,5,0,17932,Credit Card Refinance,0
APP-22428,62,Male,143943,624,0.434,2.3,9,0,20350,Small Business,1
APP-22429,56,Female,77725,679,0.298,1.3,11,0,17130,Credit Card Refinance,0
APP-22430,50,Male,38168,619,0.433,8.4,6,0,15676,Major Purchase,1
APP-22431,38,Male,39942,629,0.346,9.4,7,2,30876,Home Improvement,1
APP-22432,22,Female,24960,671,0.489,1.2,8,1,20273,Debt Consolidation,1
APP-22433,69,Female,100243,647,0.165,6.2,11,0,22204,Small Business,1
APP-22434,33,Male,85497,536,0.359,6.6,6,2,21263,Debt Consolidation,1
APP-22435,24,Male,71512,740,0.139,1.0,6,1,17521,Major Purchase,1
APP-22436,46,Female,75982,724,0.37,2.8,8,0,9649,Home Improvement,0
APP-22437,45,Male,32016,586,0.359,4.8,12,0,11089,Small Business,0
APP-22438,50,Female,20923,673,0.286,0.1,8,0,20520,Credit Card Refinance,1
APP-22439,31,Male,66722,597,0.226,2.6,4,2,22796,Credit Card Refinance,1
APP-22440,27,Female,79914,630,0.281,0.8,5,1,8398,Small Business,1
APP-22441,51,Female,118643,701,0.332,3.9,7,0,12469,Small Business,0
APP-22442,64,Male,43893,722,0.354,9.3,10,0,13640,Major Purchase,0
APP-22443,30,Female,40509,721,0.552,3.7,4,0,10473,Home Improvement,1
APP-22444,59,Male,42976,685,0.425,0.2,10,0,2000,Small Business,0
APP-22445,33,Male,70891,752,0.25,0.2,4,0,7484,Credit Card Refinance,1
APP-22446,51,Female,41975,630,0.39,4.7,4,0,17661,Home Improvement,1
APP-22447,27,Male,47632,644,0.426,2.0,3,0,22517,Small Business,1
APP-22448,69,Female,77426,501,0.241,4.3,9,0,12501,Home Improvement,1
APP-22449,62,Male,34744,663,0.404,0.9,5,2,21628,Major Purchase,1
APP-22450,62,Male,105359,707,0.142,7.5,6,0,18752,Small Business,0
APP-22451,56,Male,69438,688,0.237,9.9,8,0,23569,Small Business,0
APP-22452,40,Male,18000,629,0.149,11.0,8,0,31188,Home Improvement,1
APP-22453,24,Male,36921,724,0.295,1.8,5,0,10966,Small Business,1
APP-22454,27,Female,18000,665,0.263,5.4,9,0,14151,Home Improvement,1
APP-22455,21,Female,43994,719,0.272,1.6,7,1,8159,Home Improvement,1
APP-22456,64,Female,37269,701,0.418,7.2,3,0,30088,Small Business,0
APP-22457,65,Male,77588,762,0.331,0.6,10,1,14509,Credit Card Refinance,0
APP-22458,62,Male,30195,692,0.416,7.2,7,0,19898,Major Purchase,1
APP-22459,67,Male,60673,709,0.515,2.9,5,0,23178,Home Improvement,1
APP-22460,33,Male,67028,665,0.571,9.7,8,0,29445,Credit Card Refinance,1
APP-22461,42,Male,56469,637,0.303,6.7,12,2,6101,Home Improvement,0
APP-22462,41,Male,91772,701,0.384,2.4,2,0,25516,Credit Card Refinance,1
APP-22463,42,Male,152902,767,0.301,11.7,7,0,2403,Small Business,0
APP-22464,48,Female,52133,629,0.442,1.7,6,0,8869,Major Purchase,1
APP-22465,29,Male,61257,653,0.418,17.1,5,0,16231,Credit Card Refinance,1
APP-22466,46,Male,30207,671,0.241,7.3,7,0,17844,Debt Consolidation,1
APP-22467,29,Male,27980,714,0.258,23.4,9,0,30177,Home Improvement,0
APP-22468,35,Male,86561,692,0.486,0.3,15,0,18379,Credit Card Refinance,1
APP-22469,30,Female,80486,729,0.254,1.6,3,0,17699,Major Purchase,1
APP-22470,44,Male,27825,798,0.307,6.8,10,0,19518,Major Purchase,0
APP-22471,62,Male,23872,628,0.401,12.8,4,1,27119,Major Purchase,1
APP-22472,28,Male,34310,709,0.3,0.1,5,0,12257,Credit Card Refinance,1
APP-22473,44,Male,45353,690,0.504,0.0,4,0,4869,Credit Card Refinance,0
APP-22474,36,Male,39143,671,0.444,1.5,4,0,18759,Small Business,0
APP-22475,69,Female,53545,709,0.214,9.6,12,2,18679,Debt Consolidation,1
APP-22476,46,Female,81176,652,0.25,7.3,7,0,16559,Credit Card Refinance,1
APP-22477,47,Female,63206,690,0.391,2.1,3,2,31127,Small Business,1
APP-22478,57,Male,65832,585,0.314,0.0,7,0,24769,Home Improvement,0
APP-22479,24,Female,18000,634,0.087,4.0,7,1,2779,Debt Consolidation,1
APP-22480,70,Female,20178,738,0.203,1.4,18,2,13983,Major Purchase,1
APP-22481,44,Male,31632,735,0.348,6.8,7,0,21978,Debt Consolidation,1
APP-22482,39,Female,34638,686,0.427,3.0,9,0,21361,Home Improvement,1
APP-22483,56,Male,77800,640,0.429,5.7,3,0,26838,Credit Card Refinance,0
APP-22484,59,Male,30230,723,0.556,9.6,8,1,30084,Credit Card Refinance,1
APP-22485,30,Female,70743,750,0.237,3.8,6,0,21218,Small Business,1
APP-22486,45,Male,31830,643,0.243,2.0,7,1,22884,Credit Card Refinance,1
APP-22487,38,Female,25324,575,0.317,7.3,1,0,6975,Credit Card Refinance,1
APP-22488,39,Male,25979,699,0.119,1.5,4,0,12544,Debt Consolidation,0
APP-22489,56,Female,169743,729,0.32,11.1,5,0,13580,Home Improvement,1
APP-22490,30,Female,31443,708,0.297,0.4,4,0,6644,Major Purchase,1
APP-22491,53,Female,71685,771,0.415,9.0,5,0,24071,Major Purchase,0
APP-22492,70,Male,20805,772,0.435,0.5,7,2,18991,Small Business,1
APP-22493,25,Male,106981,650,0.363,0.3,9,0,32670,Home Improvement,0
APP-22494,67,Male,59395,682,0.32,2.3,12,0,23235,Debt Consolidation,0
APP-22495,69,Male,56993,637,0.364,15.7,6,0,20606,Major Purchase,1
APP-22496,55,Male,61549,603,0.225,20.5,9,0,30490,Small Business,1
APP-22497,64,Female,65394,607,0.31,1.1,9,0,12231,Credit Card Refinance,1
APP-22498,54,Female,76495,716,0.322,0.8,10,0,3455,Credit Card Refinance,1
APP-22499,53,Female,35259,689,0.311,2.2,11,0,25517,Debt Consolidation,0
APP-22500,41,Male,34143,727,0.299,2.1,6,2,21323,Major Purchase,1
APP-22501,37,Male,50366,834,0.245,7.1,8,0,16928,Credit Card Refinance,1
APP-22502,42,Male,71427,702,0.197,2.9,8,2,14160,Small Business,1
APP-22503,68,Female,47256,618,0.295,7.6,5,0,12188,Small Business,1
APP-22504,57,Female,75030,737,0.391,6.9,5,0,17934,Major Purchase,0
APP-22505,35,Female,68858,617,0.112,4.3,5,0,19679,Debt Consolidation,1
APP-22506,55,Female,43506,783,0.26,9.0,10,0,23595,Small Business,0
APP-22507,48,Female,18751,541,0.568,1.1,4,0,6524,Home Improvement,1
APP-22508,27,Male,37162,634,0.297,0.9,10,0,26875,Small Business,1
APP-22509,52,Male,127840,710,0.338,6.9,2,3,16415,Debt Consolidation,1
APP-22510,31,Female,59102,746,0.541,1.4,12,0,18508,Small Business,1
APP-22511,30,Male,34483,625,0.358,0.0,5,0,12064,Credit Card Refinance,1
APP-22512,29,Male,56266,614,0.361,12.1,7,0,21711,Debt Consolidation,1
APP-22513,34,Female,71122,679,0.211,4.9,3,0,32704,Credit Card Refinance,0
APP-22514,33,Female,34493,794,0.358,2.9,6,0,24314,Credit Card Refinance,0
APP-22515,45,Female,96708,570,0.318,6.5,6,0,14460,Major Purchase,1
APP-22516,22,Female,64384,649,0.431,2.0,13,1,3972,Debt Consolidation,1
APP-22517,55,Female,26770,686,0.473,15.4,14,0,13102,Credit Card Refinance,0
APP-22518,27,Male,78511,618,0.324,0.4,10,0,13618,Major Purchase,1
APP-22519,41,Male,39132,618,0.366,5.1,7,0,21320,Major Purchase,0
APP-22520,38,Female,44421,654,0.093,7.5,7,0,12743,Credit Card Refinance,0
APP-22521,23,Female,28035,689,0.052,3.2,6,0,11727,Credit Card Refinance,0
APP-22522,62,Male,69375,657,0.451,7.0,6,1,15146,Home Improvement,0
APP-22523,59,Female,45167,765,0.05,13.1,9,0,17612,Debt Consolidation,0
APP-22524,61,Male,71009,708,0.359,6.8,5,0,15409,Major Purchase,1
APP-22525,69,Male,36205,694,0.299,1.9,7,0,14743,Debt Consolidation,0
APP-22526,31,Female,33997,736,0.468,4.1,3,0,7129,Major Purchase,1
APP-22527,59,Male,32515,696,0.316,12.1,4,2,21565,Small Business,1
APP-22528,44,Male,60950,641,0.536,3.0,10,1,9723,Small Business,0
APP-22529,66,Male,33718,652,0.296,5.7,4,0,25300,Major Purchase,1
APP-22530,39,Female,43839,596,0.458,3.1,9,0,26883,Home Improvement,1
APP-22531,24,Male,36859,800,0.14,0.6,6,0,8130,Small Business,0
APP-22532,46,Female,62445,730,0.05,0.3,10,0,31857,Debt Consolidation,1
APP-22533,58,Female,18874,503,0.317,15.2,8,1,26802,Credit Card Refinance,1
APP-22534,62,Male,56154,756,0.152,4.7,10,0,19331,Debt Consolidation,0
APP-22535,52,Female,127037,574,0.313,0.5,3,0,10097,Debt Consolidation,1
APP-22536,59,Male,96743,703,0.27,9.7,7,0,2000,Debt Consolidation,0
APP-22537,65,Female,34920,526,0.393,3.7,11,1,18032,Major Purchase,1
APP-22538,66,Female,64346,642,0.192,7.4,3,0,19024,Major Purchase,1
APP-22539,56,Female,57832,757,0.371,0.7,11,0,25102,Debt Consolidation,1
APP-22540,60,Male,109992,760,0.424,11.9,5,0,2299,Credit Card Refinance,0
APP-22541,57,Male,18000,689,0.295,4.5,3,0,25905,Home Improvement,1
APP-22542,53,Male,90407,721,0.377,6.7,7,0,27021,Home Improvement,1
APP-22543,56,Male,42313,578,0.203,0.2,5,0,21415,Small Business,1
APP-22544,23,Female,32572,704,0.274,1.9,6,2,7190,Small Business,1
APP-22545,29,Male,32064,725,0.159,1.6,10,0,16156,Credit Card Refinance,0
APP-22546,28,Female,23981,837,0.601,14.9,9,0,8776,Debt Consolidation,0
APP-22547,53,Male,34969,629,0.467,1.0,7,2,7500,Major Purchase,1
APP-22548,26,Male,27069,671,0.519,6.1,7,1,8662,Small Business,1
APP-22549,61,Female,54128,675,0.466,0.2,7,0,19754,Debt Consolidation,1
APP-22550,59,Male,67810,715,0.24,1.1,9,0,11358,Home Improvement,0
APP-22551,24,Female,42569,727,0.136,2.1,7,1,16121,Credit Card Refinance,0
APP-22552,33,Female,111842,738,0.269,7.9,6,0,23332,Major Purchase,0
APP-22553,69,Female,36256,734,0.377,7.8,12,0,17958,Major Purchase,1
APP-22554,22,Male,41362,573,0.285,15.2,7,0,14821,Small Business,1
APP-22555,25,Female,37793,500,0.052,12.4,4,0,16862,Debt Consolidation,1
APP-22556,64,Female,68134,636,0.41,0.4,8,0,30820,Major Purchase,0
APP-22557,47,Female,72024,667,0.128,8.9,9,0,28349,Home Improvement,1
APP-22558,52,Male,64373,630,0.269,3.0,4,1,2000,Home Improvement,0
APP-22559,41,Female,45786,640,0.529,10.0,7,0,14117,Credit Card Refinance,1
APP-22560,28,Female,23450,648,0.326,0.5,7,0,18116,Credit Card Refinance,1
APP-22561,58,Female,41122,707,0.449,8.7,9,0,34475,Home Improvement,0
APP-22562,28,Male,110522,602,0.362,0.9,11,0,16517,Home Improvement,1
APP-22563,70,Male,85586,664,0.199,2.0,10,0,14778,Debt Consolidation,0
APP-22564,23,Female,57625,665,0.408,0.1,9,0,16089,Major Purchase,0
APP-22565,64,Male,39677,706,0.312,0.7,8,0,17070,Debt Consolidation,1
APP-22566,23,Female,48654,745,0.142,3.0,6,0,19715,Credit Card Refinance,0
APP-22567,42,Male,39775,779,0.122,8.5,9,0,20925,Credit Card Refinance,0
APP-22568,26,Female,94483,621,0.366,7.4,13,0,16446,Credit Card Refinance,1
APP-22569,22,Male,30901,540,0.577,1.3,11,1,32752,Major Purchase,1
APP-22570,43,Male,81472,654,0.191,0.8,5,0,18262,Small Business,0
APP-22571,64,Female,36641,566,0.205,2.5,8,0,27261,Credit Card Refinance,1
APP-22572,22,Female,101367,847,0.368,10.7,15,2,18603,Credit Card Refinance,0
APP-22573,58,Female,61989,613,0.162,0.5,7,1,14656,Debt Consolidation,1
APP-22574,37,Male,32462,706,0.602,3.9,5,0,21739,Debt Consolidation,0
APP-22575,55,Female,41352,730,0.216,0.5,3,0,2000,Small Business,0
APP-22576,54,Female,72504,692,0.26,3.2,7,0,16740,Small Business,0
APP-22577,43,Female,37252,804,0.223,0.7,3,0,2000,Small Business,0
APP-22578,50,Male,49621,656,0.432,0.4,5,1,8194,Small Business,1
APP-22579,28,Female,36970,615,0.579,1.1,12,0,11615,Debt Consolidation,1
APP-22580,42,Female,128993,612,0.236,1.5,7,0,17807,Credit Card Refinance,0
APP-22581,64,Female,141788,718,0.424,1.6,6,2,20678,Debt Consolidation,1
APP-22582,56,Male,109613,657,0.163,5.2,6,0,4637,Home Improvement,1
APP-22583,25,Female,45779,612,0.435,0.3,6,0,14014,Home Improvement,1
APP-22584,33,Female,39280,698,0.531,0.4,4,1,15205,Credit Card Refinance,1
APP-22585,49,Male,31935,716,0.494,1.0,4,0,34426,Small Business,1
APP-22586,51,Male,114079,687,0.336,10.3,13,0,17429,Credit Card Refinance,0
APP-22587,67,Male,81789,728,0.196,5.0,10,0,7815,Home Improvement,0
APP-22588,36,Male,83978,675,0.32,6.6,8,1,24838,Credit Card Refinance,1
APP-22589,62,Male,42725,631,0.283,2.3,4,0,15831,Small Business,1
APP-22590,50,Female,18641,722,0.266,1.2,3,0,23960,Debt Consolidation,1
APP-22591,36,Female,21154,612,0.345,0.2,10,0,26043,Small Business,1
APP-22592,32,Female,50599,596,0.312,3.4,4,3,11173,Debt Consolidation,1
APP-22593,37,Female,36773,745,0.405,4.3,8,0,14725,Home Improvement,0
APP-22594,36,Male,34518,647,0.406,11.4,7,0,14959,Major Purchase,1
APP-22595,32,Male,59268,778,0.312,10.7,7,0,25051,Credit Card Refinance,0
APP-22596,28,Female,85606,725,0.372,2.8,1,3,30979,Major Purchase,1
APP-22597,40,Male,33333,642,0.479,2.8,4,0,31283,Small Business,1
APP-22598,23,Male,23906,701,0.256,0.9,4,0,16308,Debt Consolidation,1
APP-22599,36,Male,33772,834,0.322,1.5,8,0,30284,Small Business,0
APP-22600,50,Male,27606,719,0.197,13.0,7,1,20984,Small Business,0
APP-22601,65,Female,67918,707,0.378,0.8,8,0,15107,Home Improvement,1
APP-22602,43,Male,48910,631,0.344,17.3,8,0,11709,Small Business,1
APP-22603,48,Male,137897,789,0.375,3.5,3,0,21802,Credit Card Refinance,0
APP-22604,71,Male,73429,755,0.201,3.0,7,0,30785,Home Improvement,0
APP-22605,60,Female,132935,631,0.412,1.0,10,0,27812,Major Purchase,1
APP-22606,25,Male,22648,792,0.332,5.4,4,1,11637,Small Business,0
APP-22607,40,Female,18000,680,0.444,3.1,4,0,20767,Major Purchase,0
APP-22608,60,Male,56030,615,0.267,2.3,8,0,11165,Credit Card Refinance,1
APP-22609,64,Male,52458,631,0.402,1.5,4,0,19679,Credit Card Refinance,1
APP-22610,21,Male,45819,727,0.373,0.3,12,0,21728,Credit Card Refinance,1
APP-22611,50,Male,51672,615,0.503,3.7,5,0,20506,Major Purchase,1
APP-22612,41,Male,26417,598,0.306,1.9,7,0,25939,Major Purchase,1
APP-22613,40,Male,66819,641,0.253,6.2,4,0,12252,Debt Consolidation,1
APP-22614,26,Female,73490,651,0.261,6.4,9,0,28699,Home Improvement,1
APP-22615,42,Male,25339,626,0.187,2.0,10,0,15035,Small Business,0
APP-22616,38,Female,40356,640,0.26,5.5,9,1,8906,Home Improvement,0
APP-22617,28,Male,41750,729,0.05,1.5,8,1,26032,Credit Card Refinance,0
APP-22618,59,Male,33896,686,0.484,6.5,7,1,21664,Small Business,1
APP-22619,52,Male,25884,636,0.552,0.1,7,3,25768,Debt Consolidation,1
APP-22620,53,Female,49359,642,0.302,0.8,5,1,19212,Home Improvement,1
APP-22621,36,Male,56581,661,0.373,1.4,5,0,2000,Credit Card Refinance,0
APP-22622,32,Male,35045,665,0.34,7.4,12,0,11291,Small Business,0
APP-22623,58,Male,26904,665,0.162,0.3,3,0,18937,Small Business,0
APP-22624,54,Male,61439,727,0.443,1.0,8,0,17531,Credit Card Refinance,1
APP-22625,34,Male,32143,682,0.461,2.2,6,2,32417,Major Purchase,1
APP-22626,56,Female,41354,684,0.195,0.0,5,0,11611,Home Improvement,1
APP-22627,53,Male,38567,762,0.36,7.2,5,0,24944,Small Business,0
APP-22628,43,Male,97259,791,0.288,4.1,6,0,22680,Major Purchase,0
APP-22629,70,Female,32965,589,0.463,11.5,3,2,2000,Debt Consolidation,1
APP-22630,65,Male,126631,567,0.31,0.2,7,0,17850,Small Business,1
APP-22631,22,Male,74144,647,0.313,1.6,9,0,18893,Small Business,0
APP-22632,61,Male,133451,720,0.539,6.6,6,0,28509,Debt Consolidation,1
APP-22633,41,Female,70654,694,0.166,5.6,6,1,4239,Debt Consolidation,1
APP-22634,22,Male,43409,738,0.35,1.4,5,1,24185,Small Business,1
APP-22635,47,Male,29597,644,0.331,4.5,11,1,21166,Credit Card Refinance,1
APP-22636,29,Male,40316,542,0.248,7.9,6,0,28519,Debt Consolidation,1
APP-22637,21,Female,111079,581,0.565,0.2,8,0,12950,Major Purchase,1
APP-22638,31,Male,47745,706,0.36,6.3,5,0,24172,Debt Consolidation,0
APP-22639,23,Female,70509,739,0.401,1.5,6,1,9109,Small Business,1
APP-22640,43,Female,54931,546,0.418,14.8,4,0,34498,Small Business,1
APP-22641,46,Female,56236,761,0.281,3.9,8,0,14606,Home Improvement,1
APP-22642,24,Male,57439,700,0.469,0.2,8,0,6105,Major Purchase,1
APP-22643,38,Male,64372,665,0.445,2.6,4,0,11048,Home Improvement,0
APP-22644,26,Male,31327,629,0.305,17.0,8,0,25748,Debt Consolidation,0
APP-22645,55,Male,42142,773,0.433,6.6,12,0,17725,Home Improvement,0
